t_s,rms,cheer_2_8k
2423.75,0.05382,0.0002702
2424.00,0.08906,0.0003072
2424.25,0.08632,0.0002149
2424.50,0.04586,0.0002183
2424.75,0.04035,0.0001651
2425.00,0.05021,0.0001347
2425.25,0.06024,0.0002137
2425.50,0.05996,0.0001691
2425.75,0.05661,0.0002099
2426.00,0.04863,0.0001936
2426.25,0.05171,0.0001483
2426.50,0.05244,0.0001697
2426.75,0.03884,0.0001854
2427.00,0.03112,0.0000958
2427.25,0.02598,0.0000818
2427.50,0.03929,0.0001209
2427.75,0.05399,0.0001396
2428.00,0.05754,0.0003422
2428.25,0.05850,0.0003520
2428.50,0.06346,0.0003330
2428.75,0.06791,0.0003011
2429.00,0.05440,0.0001051
2429.25,0.02808,0.0000674
2429.50,0.01840,0.0000648
2429.75,0.01574,0.0000399
2430.00,0.01725,0.0000383
2430.25,0.02202,0.0000461
2430.50,0.02059,0.0000584
2430.75,0.01221,0.0000399
2431.00,0.01127,0.0000359
2431.25,0.01735,0.0000311
2431.50,0.03510,0.0000835
2431.75,0.04826,0.0003021
2432.00,0.04959,0.0001777
2432.25,0.05945,0.0001241
2432.50,0.05328,0.0003821
2432.75,0.02399,0.0000790
2433.00,0.01474,0.0000378
2433.25,0.01113,0.0000384
2433.50,0.01091,0.0000337
2433.75,0.01066,0.0000347
2434.00,0.02191,0.0000322
2434.25,0.04405,0.0000977
2434.50,0.06032,0.0002596
2434.75,0.05822,0.0002343
2435.00,0.05048,0.0002690
2435.25,0.04822,0.0001872
2435.50,0.06222,0.0000765
2435.75,0.07560,0.0000745
2436.00,0.06964,0.0000590
2436.25,0.05916,0.0000807
2436.50,0.03995,0.0000386
2436.75,0.01319,0.0000335
2437.00,0.01678,0.0000681
2437.25,0.01722,0.0000622
2437.50,0.01569,0.0000418
2437.75,0.01356,0.0000402
2438.00,0.02141,0.0000504
2438.25,0.03535,0.0001203
2438.50,0.03266,0.0001140
2438.75,0.01724,0.0000517
2439.00,0.01299,0.0000453
2439.25,0.01227,0.0000464
2439.50,0.05937,0.0000387
2439.75,0.10190,0.0001345
2440.00,0.09795,0.0002100
2440.25,0.06080,0.0001189
2440.50,0.03441,0.0000461
2440.75,0.01521,0.0000377
2441.00,0.01117,0.0000409
2441.25,0.01300,0.0000330
2441.50,0.02661,0.0000805
2441.75,0.02691,0.0000541
2442.00,0.01552,0.0000564
2442.25,0.01939,0.0000535
2442.50,0.03341,0.0000614
2442.75,0.05133,0.0001653
2443.00,0.05814,0.0002581
2443.25,0.05663,0.0003473
2443.50,0.06106,0.0001831
2443.75,0.06093,0.0000802
2444.00,0.06141,0.0001646
2444.25,0.06876,0.0002754
2444.50,0.06555,0.0002331
2444.75,0.06157,0.0001562
2445.00,0.05624,0.0001275
2445.25,0.05432,0.0001680
2445.50,0.05131,0.0000790
2445.75,0.03548,0.0002418
2446.00,0.02773,0.0000786
2446.25,0.02099,0.0000527
2446.50,0.03152,0.0000669
2446.75,0.04059,0.0001168
2447.00,0.03910,0.0001482
2447.25,0.03721,0.0000679
2447.50,0.03972,0.0001552
2447.75,0.05177,0.0001060
2448.00,0.05242,0.0001512
2448.25,0.03724,0.0000844
2448.50,0.04179,0.0001077
2448.75,0.05896,0.0001242
2449.00,0.07749,0.0004154
2449.25,0.08774,0.0002905
2449.50,0.10250,0.0003358
2449.75,0.10186,0.0002702
2450.00,0.08467,0.0002746
2450.25,0.08032,0.0001891
2450.50,0.07834,0.0002644
2450.75,0.08081,0.0002493
2451.00,0.07624,0.0002875
2451.25,0.07502,0.0002536
2451.50,0.07223,0.0003299
2451.75,0.06757,0.0003017
2452.00,0.06696,0.0002744
2452.25,0.05333,0.0002657
2452.50,0.04435,0.0002077
2452.75,0.04600,0.0002027
2453.00,0.04073,0.0002072
2453.25,0.03585,0.0002067
2453.50,0.03154,0.0001438
2453.75,0.02505,0.0001000
2454.00,0.02509,0.0001660
2454.25,0.02377,0.0000957
2454.50,0.01922,0.0000701
2454.75,0.01662,0.0000537
2455.00,0.01517,0.0000431
2455.25,0.01210,0.0000420
2455.50,0.01227,0.0000304
2455.75,0.02242,0.0000481
2456.00,0.02217,0.0000543
2456.25,0.01344,0.0000416
2456.50,0.02545,0.0001131
2456.75,0.05099,0.0002597
2457.00,0.07377,0.0003775
2457.25,0.08168,0.0004080
2457.50,0.07893,0.0003799
2457.75,0.08088,0.0003591
2458.00,0.08107,0.0003175
2458.25,0.07394,0.0002780
2458.50,0.06806,0.0002239
2458.75,0.06242,0.0001923
2459.00,0.04724,0.0001550
2459.25,0.02934,0.0001241
2459.50,0.02537,0.0001152
2459.75,0.02236,0.0001087
2460.00,0.02484,0.0001115
2460.25,0.02601,0.0001026
2460.50,0.02395,0.0000935
2460.75,0.02393,0.0001093
2461.00,0.02198,0.0001037
2461.25,0.08313,0.0001479
2461.50,0.10213,0.0002221
2461.75,0.06423,0.0001039
2462.00,0.02348,0.0000914
2462.25,0.01622,0.0000723
2462.50,0.01450,0.0000720
2462.75,0.01395,0.0000783
2463.00,0.01418,0.0000733
2463.25,0.03361,0.0000956
2463.50,0.04054,0.0001308
2463.75,0.02865,0.0000984
2464.00,0.01805,0.0000694
2464.25,0.02589,0.0000536
2464.50,0.03488,0.0001394
2464.75,0.04356,0.0001561
2465.00,0.05284,0.0001782
2465.25,0.04142,0.0001356
2465.50,0.02323,0.0000604
2465.75,0.03203,0.0001323
2466.00,0.03636,0.0000863
2466.25,0.03966,0.0001928
2466.50,0.03333,0.0000918
2466.75,0.01803,0.0000614
2467.00,0.02188,0.0000840
2467.25,0.02564,0.0000908
2467.50,0.02873,0.0000643
2467.75,0.02514,0.0000655
2468.00,0.02750,0.0000616
2468.25,0.03508,0.0001067
2468.50,0.03096,0.0000556
2468.75,0.03248,0.0000650
2469.00,0.03075,0.0000588
2469.25,0.02242,0.0000570
2469.50,0.01702,0.0000481
2469.75,0.02887,0.0001408
2470.00,0.04061,0.0001716
2470.25,0.03712,0.0001872
2470.50,0.02624,0.0001605
2470.75,0.01854,0.0000935
2471.00,0.01595,0.0000698
2471.25,0.02079,0.0000443
2471.50,0.02460,0.0000611
2471.75,0.04190,0.0001641
2472.00,0.04208,0.0000867
2472.25,0.02078,0.0000585
2472.50,0.02697,0.0001958
2472.75,0.03286,0.0001931
2473.00,0.02483,0.0000966
2473.25,0.04097,0.0001907
2473.50,0.04580,0.0002857
2473.75,0.02682,0.0001047
2474.00,0.01827,0.0000592
2474.25,0.01972,0.0001116
2474.50,0.02062,0.0000895
2474.75,0.02768,0.0000925
2475.00,0.02860,0.0000999
2475.25,0.01961,0.0000635
2475.50,0.01374,0.0000438
2475.75,0.01145,0.0000469
2476.00,0.02321,0.0001216
2476.25,0.03423,0.0002656
2476.50,0.02906,0.0001244
2476.75,0.03244,0.0001396
2477.00,0.04290,0.0001316
2477.25,0.04039,0.0001333
2477.50,0.03481,0.0000983
2477.75,0.04745,0.0000789
2478.00,0.05786,0.0001573
2478.25,0.04417,0.0001238
2478.50,0.02558,0.0000935
2478.75,0.02658,0.0000853
2479.00,0.05208,0.0002434
2479.25,0.07766,0.0003015
2479.50,0.07547,0.0003697
2479.75,0.05192,0.0001557
2480.00,0.04672,0.0002379
2480.25,0.04784,0.0002155
2480.50,0.05464,0.0002193
2480.75,0.07070,0.0003465
2481.00,0.06648,0.0003129
2481.25,0.05959,0.0001596
2481.50,0.06424,0.0002213
2481.75,0.05940,0.0001686
2482.00,0.04638,0.0001333
2482.25,0.05789,0.0002753
2482.50,0.05864,0.0002641
2482.75,0.04727,0.0002982
2483.00,0.05268,0.0000852
2483.25,0.05288,0.0002672
2483.50,0.05337,0.0001338
2483.75,0.05732,0.0001590
2484.00,0.04743,0.0001833
2484.25,0.02268,0.0000886
2484.50,0.01478,0.0000467
2484.75,0.02379,0.0000543
2485.00,0.04741,0.0001546
2485.25,0.04673,0.0000930
2485.50,0.02682,0.0000737
2485.75,0.02292,0.0000575
2486.00,0.02120,0.0000465
2486.25,0.01969,0.0000592
2486.50,0.01912,0.0000861
2486.75,0.02352,0.0000670
2487.00,0.02304,0.0000530
2487.25,0.02364,0.0000524
2487.50,0.04330,0.0001278
2487.75,0.06500,0.0004329
2488.00,0.06545,0.0001265
2488.25,0.05477,0.0001047
2488.50,0.05242,0.0001508
2488.75,0.05559,0.0001836
2489.00,0.05595,0.0003757
2489.25,0.09162,0.0002852
2489.50,0.10869,0.0001832
2489.75,0.07933,0.0001700
2490.00,0.05661,0.0002280
2490.25,0.05716,0.0002202
2490.50,0.04379,0.0003474
2490.75,0.02218,0.0000596
2491.00,0.01470,0.0000432
2491.25,0.02588,0.0000372
2491.50,0.03807,0.0001332
2491.75,0.03260,0.0000748
2492.00,0.01898,0.0000496
2492.25,0.03165,0.0000654
2492.50,0.04207,0.0001781
2492.75,0.03872,0.0001620
2493.00,0.03197,0.0001512
2493.25,0.02800,0.0001199
2493.50,0.02682,0.0001198
2493.75,0.04131,0.0001635
2494.00,0.04223,0.0001943
2494.25,0.02812,0.0001318
2494.50,0.03690,0.0001658
2494.75,0.03819,0.0001209
2495.00,0.03290,0.0000980
2495.25,0.03012,0.0000836
2495.50,0.01917,0.0000825
2495.75,0.02614,0.0001320
2496.00,0.03777,0.0001215
2496.25,0.03310,0.0001919
2496.50,0.03111,0.0000667
2496.75,0.03568,0.0001689
2497.00,0.02553,0.0000761
2497.25,0.02390,0.0000889
2497.50,0.02290,0.0000564
2497.75,0.03459,0.0001681
2498.00,0.04628,0.0001242
2498.25,0.04271,0.0001379
2498.50,0.03914,0.0001144
2498.75,0.03073,0.0001285
2499.00,0.03473,0.0001106
2499.25,0.03612,0.0000780
2499.50,0.02994,0.0000904
2499.75,0.03090,0.0000895
2500.00,0.02340,0.0000596
2500.25,0.01672,0.0000559
2500.50,0.02662,0.0001121
2500.75,0.02941,0.0000844
2501.00,0.02004,0.0000587
2501.25,0.02214,0.0000666
2501.50,0.02786,0.0000898
2501.75,0.03195,0.0000743
2502.00,0.06167,0.0001185
2502.25,0.06218,0.0001446
2502.50,0.02732,0.0000795
2502.75,0.01930,0.0000562
2503.00,0.04272,0.0002375
2503.25,0.04897,0.0001621
2503.50,0.03863,0.0001164
2503.75,0.03566,0.0001296
2504.00,0.03035,0.0001128
2504.25,0.03377,0.0000858
2504.50,0.04356,0.0001225
2504.75,0.03919,0.0001127
2505.00,0.03864,0.0001433
2505.25,0.03415,0.0001882
2505.50,0.01657,0.0000666
2505.75,0.02144,0.0000867
2506.00,0.02266,0.0000630
2506.25,0.02619,0.0001060
2506.50,0.03259,0.0000777
2506.75,0.03760,0.0001562
2507.00,0.03649,0.0001071
2507.25,0.02411,0.0000821
2507.50,0.03757,0.0000980
2507.75,0.03818,0.0001780
2508.00,0.02238,0.0000921
2508.25,0.02539,0.0001273
2508.50,0.03243,0.0002275
2508.75,0.03007,0.0001523
2509.00,0.02191,0.0000706
2509.25,0.02326,0.0001253
2509.50,0.01841,0.0000553
2509.75,0.03127,0.0001137
2510.00,0.04615,0.0001732
2510.25,0.04260,0.0000832
2510.50,0.03295,0.0001347
2510.75,0.06145,0.0001454
2511.00,0.06771,0.0002350
2511.25,0.04632,0.0000826
2511.50,0.03532,0.0001049
2511.75,0.03560,0.0001045
2512.00,0.04521,0.0001516
2512.25,0.06426,0.0001383
2512.50,0.09021,0.0002461
2512.75,0.10264,0.0002091
2513.00,0.09117,0.0001885
2513.25,0.08942,0.0002987
2513.50,0.09425,0.0003432
2513.75,0.07716,0.0002375
2514.00,0.06725,0.0002437
2514.25,0.06671,0.0002790
2514.50,0.06197,0.0002868
2514.75,0.07490,0.0003080
2515.00,0.09790,0.0003791
2515.25,0.08911,0.0003569
2515.50,0.06703,0.0003692
2515.75,0.07614,0.0004319
2516.00,0.07632,0.0002738
2516.25,0.08784,0.0002659
2516.50,0.09344,0.0002189
2516.75,0.07865,0.0002332
2517.00,0.07298,0.0003009
2517.25,0.06953,0.0002667
2517.50,0.06723,0.0002886
2517.75,0.07136,0.0002040
2518.00,0.06981,0.0002704
2518.25,0.06606,0.0003287
2518.50,0.07363,0.0001892
2518.75,0.07226,0.0004097
2519.00,0.06663,0.0002418
2519.25,0.06679,0.0002031
2519.50,0.05808,0.0001640
2519.75,0.04264,0.0001312
2520.00,0.03298,0.0001592
2520.25,0.05468,0.0002162
2520.50,0.06850,0.0003653
2520.75,0.05871,0.0002270
2521.00,0.07417,0.0003427
2521.25,0.09152,0.0004280
2521.50,0.08223,0.0003167
2521.75,0.08443,0.0002887
2522.00,0.08554,0.0002643
2522.25,0.06779,0.0002931
2522.50,0.06638,0.0003199
2522.75,0.06913,0.0004555
2523.00,0.07955,0.0003999
2523.25,0.09064,0.0005546
2523.50,0.08667,0.0003310
2523.75,0.07779,0.0003529
2524.00,0.07784,0.0002520
2524.25,0.08087,0.0002827
2524.50,0.07263,0.0003837
2524.75,0.07760,0.0002960
2525.00,0.08795,0.0003584
2525.25,0.08068,0.0002783
2525.50,0.07838,0.0002097
2525.75,0.07810,0.0003426
2526.00,0.07184,0.0003014
2526.25,0.06999,0.0001846
2526.50,0.06675,0.0001245
2526.75,0.06719,0.0001126
2527.00,0.07797,0.0002121
2527.25,0.07841,0.0002648
2527.50,0.06953,0.0002836
2527.75,0.06198,0.0002681
2528.00,0.05935,0.0003021
2528.25,0.06778,0.0002787
2528.50,0.06088,0.0001042
2528.75,0.07766,0.0001680
2529.00,0.07868,0.0001432
2529.25,0.05244,0.0000777
2529.50,0.05646,0.0000773
2529.75,0.05767,0.0000468
2530.00,0.05065,0.0000565
2530.25,0.04584,0.0000815
2530.50,0.05454,0.0001097
2530.75,0.04923,0.0000648
2531.00,0.02282,0.0000313
2531.25,0.04321,0.0000658
2531.50,0.06097,0.0000614
2531.75,0.05842,0.0003103
2532.00,0.04070,0.0000669
2532.25,0.03883,0.0000692
2532.50,0.04613,0.0000946
2532.75,0.03816,0.0000579
2533.00,0.03637,0.0001314
2533.25,0.02808,0.0000743
2533.50,0.02777,0.0001028
2533.75,0.04927,0.0001478
2534.00,0.05764,0.0000976
2534.25,0.05303,0.0000749
2534.50,0.04617,0.0000638
2534.75,0.03199,0.0000485
2535.00,0.02271,0.0000466
2535.25,0.03192,0.0001347
2535.50,0.03150,0.0000903
2535.75,0.02636,0.0001009
2536.00,0.03569,0.0000865
2536.25,0.03630,0.0000796
2536.50,0.02266,0.0000575
2536.75,0.00872,0.0000316
2537.00,0.01545,0.0000320
2537.25,0.01639,0.0000424
2537.50,0.00995,0.0000247
2537.75,0.01431,0.0000288
2538.00,0.01641,0.0000371
2538.25,0.01262,0.0000416
2538.50,0.01720,0.0000782
2538.75,0.01761,0.0000599
2539.00,0.01205,0.0000553
2539.25,0.01610,0.0000539
2539.50,0.01591,0.0000515
2539.75,0.01187,0.0000461
2540.00,0.01062,0.0000401
2540.25,0.00734,0.0000306
2540.50,0.00850,0.0000258
2540.75,0.01551,0.0000629
2541.00,0.01466,0.0000423
2541.25,0.01449,0.0000450
2541.50,0.01627,0.0000632
2541.75,0.01109,0.0000316
2542.00,0.00853,0.0000314
2542.25,0.00924,0.0000309
2542.50,0.01391,0.0000463
2542.75,0.02124,0.0000682
2543.00,0.02463,0.0000446
2543.25,0.02596,0.0000471
2543.50,0.02139,0.0000410
2543.75,0.01150,0.0000558
2544.00,0.01017,0.0000358
2544.25,0.01260,0.0000785
2544.50,0.02953,0.0000962
2544.75,0.03125,0.0000832
2545.00,0.01627,0.0000391
2545.25,0.01200,0.0000362
2545.50,0.04697,0.0001100
2545.75,0.06916,0.0001545
2546.00,0.07888,0.0002696
2546.25,0.08058,0.0002860
2546.50,0.07950,0.0002877
2546.75,0.09768,0.0002803
2547.00,0.08887,0.0003168
2547.25,0.04855,0.0001787
2547.50,0.03888,0.0000811
2547.75,0.06045,0.0001977
2548.00,0.06945,0.0002719
2548.25,0.06644,0.0002565
2548.50,0.06357,0.0001894
2548.75,0.05137,0.0002680
2549.00,0.05222,0.0001935
2549.25,0.06047,0.0001677
2549.50,0.05923,0.0001870
2549.75,0.04741,0.0003468
2550.00,0.03140,0.0001031
2550.25,0.02389,0.0001010
2550.50,0.02398,0.0000874
2550.75,0.03334,0.0000865
2551.00,0.05233,0.0001298
2551.25,0.05562,0.0001080
2551.50,0.03613,0.0000575
2551.75,0.01988,0.0001147
2552.00,0.01772,0.0000582
2552.25,0.03671,0.0000713
2552.50,0.04947,0.0001682
2552.75,0.05282,0.0001962
2553.00,0.04379,0.0001890
2553.25,0.03807,0.0000766
2553.50,0.05229,0.0001207
2553.75,0.05393,0.0001920
2554.00,0.05515,0.0000995
2554.25,0.05856,0.0001001
2554.50,0.05948,0.0000879
2554.75,0.05865,0.0001789
2555.00,0.06535,0.0002691
2555.25,0.07205,0.0003547
2555.50,0.05454,0.0003607
2555.75,0.05011,0.0001692
2556.00,0.05255,0.0000849
2556.25,0.02904,0.0000366
2556.50,0.06873,0.0001275
2556.75,0.08131,0.0002257
2557.00,0.06031,0.0001221
2557.25,0.04250,0.0000553
2557.50,0.01498,0.0000441
2557.75,0.03564,0.0000807
2558.00,0.05380,0.0000514
2558.25,0.06333,0.0000894
2558.50,0.06179,0.0001600
2558.75,0.05691,0.0001771
2559.00,0.06567,0.0001479
2559.25,0.07380,0.0003367
2559.50,0.06093,0.0002407
2559.75,0.04019,0.0000802
2560.00,0.04283,0.0003175
2560.25,0.05402,0.0001408
2560.50,0.05641,0.0001246
2560.75,0.05368,0.0001192
2561.00,0.05683,0.0001443
2561.25,0.04542,0.0001230
2561.50,0.03322,0.0000895
2561.75,0.03512,0.0001295
2562.00,0.03059,0.0000812
2562.25,0.02655,0.0001082
2562.50,0.04894,0.0000782
2562.75,0.07119,0.0002701
2563.00,0.06990,0.0001845
2563.25,0.05727,0.0002145
2563.50,0.06514,0.0002435
2563.75,0.08660,0.0003597
2564.00,0.08058,0.0002012
2564.25,0.05174,0.0001172
2564.50,0.03874,0.0001337
2564.75,0.04850,0.0002027
2565.00,0.05223,0.0003650
2565.25,0.05352,0.0002924
2565.50,0.06327,0.0003377
2565.75,0.06076,0.0002188
2566.00,0.04595,0.0001586
2566.25,0.04843,0.0001278
2566.50,0.05729,0.0001200
2566.75,0.04622,0.0001985
2567.00,0.03144,0.0001760
2567.25,0.03188,0.0001466
2567.50,0.02892,0.0001187
2567.75,0.02855,0.0001252
2568.00,0.06466,0.0001180
2568.25,0.07563,0.0001581
2568.50,0.07914,0.0001433
2568.75,0.08085,0.0003562
2569.00,0.06172,0.0002684
2569.25,0.06188,0.0002270
2569.50,0.07014,0.0001891
2569.75,0.06817,0.0002615
2570.00,0.05957,0.0002099
2570.25,0.04208,0.0000999
2570.50,0.02099,0.0001097
2570.75,0.01361,0.0000352
2571.00,0.01820,0.0000380
2571.25,0.02786,0.0000615
2571.50,0.03148,0.0000934
2571.75,0.05114,0.0001046
2572.00,0.06938,0.0001207
2572.25,0.07657,0.0001828
2572.50,0.07598,0.0003298
2572.75,0.07194,0.0001915
2573.00,0.08027,0.0002968
2573.25,0.07325,0.0001231
2573.50,0.05983,0.0001207
2573.75,0.06928,0.0001494
2574.00,0.07059,0.0001413
2574.25,0.05789,0.0000978
2574.50,0.05640,0.0001936
2574.75,0.05498,0.0001625
2575.00,0.06425,0.0001772
2575.25,0.07984,0.0002153
2575.50,0.07269,0.0001963
2575.75,0.07174,0.0002031
2576.00,0.07551,0.0002148
2576.25,0.06546,0.0001381
2576.50,0.05304,0.0001728
2576.75,0.05253,0.0003551
2577.00,0.04249,0.0001667
2577.25,0.02863,0.0000983
2577.50,0.03371,0.0001205
2577.75,0.03394,0.0001357
2578.00,0.03413,0.0001393
2578.25,0.02880,0.0001451
2578.50,0.02124,0.0001069
2578.75,0.01635,0.0000754
2579.00,0.01456,0.0000662
2579.25,0.01455,0.0000757
2579.50,0.06938,0.0000999
2579.75,0.09081,0.0003363
2580.00,0.07817,0.0001865
2580.25,0.06766,0.0001796
2580.50,0.06046,0.0001076
2580.75,0.06186,0.0001883
2581.00,0.05906,0.0001468
2581.25,0.04671,0.0001168
2581.50,0.05128,0.0000857
2581.75,0.04693,0.0002855
2582.00,0.02342,0.0000525
2582.25,0.01253,0.0000408
2582.50,0.02727,0.0000380
2582.75,0.05218,0.0000561
2583.00,0.05858,0.0001415
2583.25,0.03990,0.0000849
2583.50,0.01595,0.0000465
2583.75,0.01016,0.0000404
2584.00,0.02087,0.0000579
2584.25,0.02412,0.0000618
2584.50,0.01767,0.0000488
2584.75,0.01658,0.0000852
2585.00,0.04049,0.0002336
2585.25,0.04664,0.0002240
2585.50,0.03371,0.0001108
2585.75,0.02504,0.0000776
2586.00,0.02859,0.0000667
2586.25,0.03019,0.0000607
2586.50,0.05423,0.0001922
2586.75,0.09207,0.0003102
2587.00,0.09435,0.0002951
2587.25,0.08196,0.0002399
2587.50,0.07982,0.0003029
2587.75,0.08068,0.0002239
2588.00,0.07942,0.0002871
2588.25,0.06649,0.0002549
2588.50,0.06385,0.0002490
2588.75,0.06852,0.0001769
2589.00,0.06480,0.0003841
2589.25,0.06587,0.0002093
2589.50,0.07408,0.0001834
2589.75,0.07023,0.0001958
2590.00,0.06182,0.0001429
2590.25,0.05892,0.0003868
2590.50,0.04456,0.0001158
2590.75,0.04832,0.0001278
2591.00,0.05446,0.0001360
2591.25,0.03292,0.0000642
2591.50,0.01878,0.0000913
2591.75,0.01540,0.0000741
2592.00,0.04117,0.0000685
2592.25,0.05898,0.0001780
2592.50,0.06022,0.0000685
2592.75,0.06280,0.0000593
2593.00,0.05838,0.0000972
2593.25,0.04837,0.0001431
2593.50,0.05951,0.0000798
2593.75,0.06114,0.0001893
2594.00,0.05559,0.0000582
2594.25,0.05470,0.0000646
2594.50,0.06756,0.0001200
2594.75,0.08367,0.0002838
2595.00,0.09302,0.0001615
2595.25,0.07600,0.0001271
2595.50,0.04673,0.0000833
2595.75,0.05158,0.0000772
2596.00,0.05633,0.0000875
2596.25,0.05394,0.0000731
2596.50,0.04797,0.0000887
2596.75,0.05396,0.0000647
2597.00,0.05391,0.0000694
2597.25,0.05937,0.0001042
2597.50,0.05960,0.0001001
2597.75,0.04886,0.0000524
2598.00,0.04045,0.0000635
2598.25,0.03727,0.0001277
2598.50,0.05054,0.0001091
2598.75,0.05444,0.0000793
2599.00,0.04598,0.0000878
2599.25,0.03778,0.0000944
2599.50,0.04855,0.0001365
2599.75,0.05623,0.0001856
2600.00,0.03748,0.0002511
2600.25,0.02999,0.0001121
2600.50,0.03437,0.0001252
2600.75,0.02037,0.0000553
2601.00,0.01783,0.0000650
2601.25,0.02001,0.0000347
2601.50,0.01660,0.0001434
2601.75,0.01378,0.0000853
2602.00,0.02676,0.0000909
2602.25,0.03070,0.0001638
2602.50,0.01863,0.0000552
2602.75,0.01899,0.0000820
2603.00,0.02236,0.0000792
2603.25,0.01592,0.0000404
2603.50,0.00899,0.0000420
2603.75,0.02576,0.0001130
2604.00,0.03382,0.0001452
2604.25,0.03212,0.0001490
2604.50,0.03406,0.0001174
2604.75,0.03359,0.0001784
2605.00,0.02667,0.0001178
2605.25,0.03187,0.0001083
2605.50,0.03635,0.0001837
2605.75,0.04650,0.0001420
2606.00,0.05522,0.0001791
2606.25,0.05548,0.0003331
2606.50,0.07586,0.0001527
2606.75,0.09006,0.0002284
2607.00,0.08224,0.0003101
2607.25,0.07826,0.0002765
2607.50,0.07603,0.0002659
2607.75,0.09527,0.0002781
2608.00,0.09746,0.0002534
2608.25,0.07733,0.0002917
2608.50,0.08134,0.0003381
2608.75,0.08296,0.0002610
2609.00,0.08013,0.0003546
2609.25,0.07139,0.0003260
2609.50,0.06053,0.0003270
2609.75,0.05437,0.0002700
2610.00,0.05021,0.0002295
2610.25,0.04444,0.0002124
2610.50,0.04645,0.0002437
2610.75,0.05590,0.0002188
2611.00,0.06157,0.0002594
2611.25,0.06213,0.0002879
2611.50,0.05782,0.0001441
2611.75,0.06177,0.0001461
2612.00,0.05815,0.0001947
2612.25,0.04736,0.0002676
2612.50,0.05543,0.0001549
2612.75,0.05803,0.0001389
2613.00,0.05015,0.0001852
2613.25,0.05289,0.0002348
2613.50,0.05668,0.0001051
2613.75,0.05428,0.0001738
2614.00,0.06121,0.0002611
2614.25,0.05877,0.0001739
2614.50,0.05290,0.0002703
2614.75,0.05395,0.0002326
2615.00,0.05028,0.0001970
2615.25,0.05222,0.0001759
2615.50,0.05503,0.0001734
2615.75,0.04340,0.0002073
2616.00,0.02624,0.0000872
2616.25,0.03524,0.0000884
2616.50,0.03899,0.0001202
2616.75,0.03180,0.0001246
2617.00,0.02864,0.0001268
2617.25,0.02733,0.0001286
2617.50,0.02305,0.0001029
2617.75,0.04601,0.0001562
2618.00,0.05834,0.0002335
2618.25,0.06365,0.0002126
2618.50,0.07066,0.0003594
2618.75,0.06383,0.0001380
2619.00,0.06238,0.0001079
2619.25,0.06339,0.0000805
2619.50,0.07090,0.0001917
2619.75,0.06643,0.0001018
2620.00,0.04810,0.0001162
2620.25,0.05519,0.0001300
2620.50,0.06023,0.0002832
2620.75,0.05714,0.0001388
2621.00,0.06274,0.0001015
2621.25,0.06195,0.0002551
2621.50,0.05139,0.0000544
2621.75,0.03471,0.0000237
