p1_name,p2_name,chem_logit_mean,chem_logit_sd
Jack Foster,Shelby Bates,0.0062,0.048
Edward Perez,Nicole Eugenio,-0.0025,0.0463
Yufei Long,Taylor Stockton,0.0075,0.0495
Ross Whittaker,Mehvish Safdar,-0.0074,0.0484
Caden Nemoff,Ryan Finley,0.0045,0.0491
VU Nguyen,Jack Foster,-0.0018,0.0509
Spencer Talmadge,Daniel Miron,-0.0044,0.0505
Brandon Fritze,Davis Daniel Carvalho,0.0063,0.0477
Dylan Lewis,Ivan Tykhomyrov,-0.0016,0.0486
Zane Ford,Alexander Crum,0.0011,0.0505
Matthew Mead,Michelle Murphy,-0.0074,0.0492
Regina Goldberg,Richard Livornese Jr,0.0039,0.0491
Connor Castleberry,Christopher Eastwood,0.0017,0.0467
Willy De Vilchez,Jordan Chrysostom,0.0013,0.0492
Cody Sivan,Justin Lui,0.0022,0.0514
Michael Iannella,Clint Frazier,-0.0011,0.0485
Luca Mack,Thomas Provost,-0.0062,0.0454
Vinay Rita,Siddharth Naik,-0.0057,0.0509
James Broker,Zachary Marceau,0.0015,0.0482
Landon Ivey,Garrett Ivey,0.0003,0.0486
Stephen Bass,Anri Ferris,-0.0069,0.0493
Cody Sivan,Ava Pisacrita,-0.0008,0.0495
Jayden Broderick,Emilia Schmidt,-0.0035,0.045
Grace Logterman,Ethan Palisoc,-0.0038,0.0514
Connor Castleberry,Angela Simon,0.0002,0.05
Patrick McGuire,Chase Mason,0.0017,0.0502
Vincent Rettke,Cesar Lopez,0.0001,0.0514
Patrick Parker Jr.,Rawad El Kontar,-0.0015,0.0501
Cassie Quast,Jared Cohen,-0.0002,0.0489
Elina Geut,Brandon Fritze,0.006,0.0509
Tobias Moreno,Andi Godwin,-0.0022,0.0472
Morgan Downing,Garrett Singletary,-0.0084,0.0475
Eric Rubinger,Cameron Douglas,-0.0041,0.0448
Ahmad El-Zarif,Jared Cohen,-0.0009,0.053
Tim Mullane,Andrew Felsenthal,-0.0034,0.0498
Colt Gaston,Kentaro Hamaguchi,-0.0017,0.0501
Justin Vantreese,Joyner Freeman,-0.0059,0.045
Brookes Jones,Ethan Palisoc,-0.004,0.0479
Cade Lindgren,Taabish Basaria,-0.0036,0.0498
Armando Ferreira,Raffael Barretto Agulha,-0.0033,0.0464
Richard Livornese Jr,Tanner Tomassi,0.0049,0.049
Mota Alhouni,Komal Safdar,-0.0025,0.0523
Luke Cartenuto,Sheridan Schuster,-0.0023,0.05
Hunter Bivins,Colton Phillips,0.0011,0.0494
Viet Nguyen,William Hart,-0.0025,0.0504
Kevin Ma,Zac Hirschler,-0.0005,0.0493
Benjamin Bramblett,James Hallewell,-0.0049,0.0518
Victoria Helmuth,Andre Helmuth,-0.0039,0.0492
Court Zalinski,Frank Solana,0.0036,0.0491
Tobias Moreno,Heath Griffin,-0.0027,0.0483
Matthew Mead,Anouar Braham,-0.0071,0.0484
Jesse Ferlianto,Brian Detweiler,-0.0018,0.048
Blaine Hovenier,Yates Johnson,-0.0041,0.0514
Chuck Taylor,Casey Diamond,0.0055,0.0495
Noe Khlif,Brandon French,-0.0058,0.0491
Michael Loyd,Spencer Smith,-0.0074,0.0483
James Delgado,Juan Benitez,-0.0005,0.0465
Genie Bouchard,Ava Ignatowich,-0.0008,0.0496
Michelle Murphy,Helen To,0.0055,0.0513
Zane Navratil,Vivian Glozman,-0.0061,0.0493
Regina Goldberg,Genie Erokhina,0.0039,0.0506
Stacey Wingad,Tammy Kim,0.001,0.0495
Eric Oncins,Wyatt Stone,0.0009,0.0477
Jessica Mason,Victoria Helmuth,0.0073,0.0484
Johnny Goldberg,John Cincola,0.0109,0.0514
Ashley Griffith,Mya Bui,-0.003,0.0497
Jaume Martinez Vich,Milan Rane,0.0037,0.0464
Andrea Koop,Yates Johnson,-0.003,0.0512
Allison Phillips,Martina Frantova,-0.0057,0.051
Samantha Greenhut,Emily Gaskins,0.0008,0.0475
Kate Fahey,Lina Padegimaite,0.0081,0.047
Haley Collins,Sheridan Schuster,-0.0006,0.0487
Morgan Downing,Andi Godwin,-0.0089,0.0481
Collin Johns,Sofia Sewing,-0.011,0.0508
Chuck Taylor,Angie Walker,0.0023,0.0499
Marshall Brown,Wesley Burrows,-0.0004,0.0507
Tavon Morrow,Max Green,-0.0028,0.0465
Riley Newman,Allyce Jones,-0.0142,0.0479
Sofia Sewing,Rachel Rettger,0.0043,0.0491
Kate Fahey,Todd Fought,-0.0071,0.052
Valerie R Simon,Chloe Zigliara,0.0028,0.0518
Mary Brascia,Pablo Tellez,-0.0044,0.0488
Eric Oncins,Rachel Rettger,0.0036,0.0489
Vivienne David,Wyatt Stone,0.0015,0.0489
Cassidy Hoag,Shelby Bates,-0.0029,0.0449
AJ Koller,Martina Frantova,-0.0003,0.0488
Mohaned Alhouni,Genie Erokhina,0.0079,0.0517
Alix Truong,Mari Humberg,0.0021,0.0523
Jessica Jones,Kristin Kennedy,-0.0035,0.0492
Aiko Yoshitomi,Ava Pisacrita,0.0,0.0494
Brooke Basiri,Reba Williams,-0.0004,0.0498
Eric Roddy,Ryan Fu,0.0044,0.0495
Kento Tamaki,Daniel Jensen,0.0031,0.0524
Allison Phillips,Roscoe Bellamy,-0.0003,0.0499
Lingwei Kong,Olivia McMillan,0.0048,0.049
Grayson Goldin,Alex Neumann,0.0038,0.0499
John Cincola,Olivia McMillan,0.0007,0.0485
Parris Todd,Lea Jansen,-0.0121,0.0443
Rafa Hewett,Zane Navratil,-0.0027,0.0456
Julian Arnold,Hunter Johnson,0.0042,0.0482
Vivienne David,Tina Pisnik,-0.0015,0.0469
Lacy Schneemann,Jackie Kawamoto,0.0048,0.0468
Lauren Stratman,Jessie Irvine,0.0006,0.0501
Dekel Bar,James Ignatowich,0.0011,0.0492
Quang Duong,Augustus Ge,-0.0027,0.051
Irina Tereschenko,Mohaned Alhouni,0.0116,0.0529
Maria Klokotzky,Etienne Blaszkewycz,0.0106,0.0484
Vladee Suarez,Kenneth Suarez,-0.0023,0.0514
Matthew Schiller,Parker Dyer,0.0072,0.0526
Chris Walker,Usama Khalid,0.0105,0.0503
Sam Libo,Andrew Angulo,-0.0098,0.0507
Caleb Herrick,Ben Herrick,0.0055,0.05
Cody Sivan,Demetric Marrero Jr,0.0039,0.0474
David McNally,Jeff Vollmer,-0.0008,0.0474
Brian Bonilla,Keng-Lun Yeh,-0.0011,0.0473
Ronan Camron,Drake Palm,0.0118,0.05
Timothy Cass,Derek Kraje,0.0068,0.0502
Caleb Deckert,Ansh Bassan,-0.0046,0.0498
Jhonnatan Medina Alvarez,Komal Safdar,0.0027,0.0466
Sarah Carpenter,Matthew Nesbitt,-0.0024,0.0467
Oliver Wei,Zach Gonnering,0.0022,0.0506
Brandon French,Audrey Banada,0.0003,0.0457
Hannah Rose Nussbaum,Matt Meadows,0.0015,0.0489
Hudson Kaylie,Amber Policare,0.0024,0.0458
Caitlin Klaassen,Naveen Beasley,0.0023,0.0492
Ariana Rodriguez,Zachary Marceau,-0.0039,0.0522
Oscar Serra,Michael Benash,-0.0014,0.0437
Troy Clemmer,Brandon Fritze,0.0063,0.0532
Juan Varon,Selim Ben Ali,0.0008,0.0491
Christopher Crouch,Emily Gaskins,0.0017,0.0482
Cody Sivan,Alyssa Bialek,-0.0013,0.0493
Julia Ronney,Zach Gonnering,-0.0019,0.0499
Abigail Okelley,Anouar Braham,0.0003,0.0512
Bryanna Ojeda,Brett Finan,-0.0036,0.0506
Ryan Fu,Sofia Sewing,0.0095,0.051
Jessica Haywood,Selim Ben Ali,-0.0035,0.0467
Zane Ford,Anouar Braham,-0.0164,0.0464
Christopher Crouch,Joshua Reason,0.0011,0.0464
Justin Pagan,Aws Laaribi,-0.0029,0.0515
Ian Hutter,Matthew Nesbitt,0.0016,0.0515
Gavin Nickerson,Daniel Miron,-0.0002,0.0494
Brandon Danganan,Joshua Lee,-0.0014,0.0522
Estephany Tan,Taylor Stockton,0.0004,0.0483
Sam Kim,Ryan Morneau,-0.0005,0.0488
Henry Boyle,Hailee Haymore,-0.0065,0.0504
Valerie R Simon,John Lucian Goins,-0.0024,0.0482
Payton Noyes,Scott Coleman,-0.0052,0.0501
Lindsay Huttman,Morgan Kaplan,-0.0017,0.0471
Yuta Funemizu,John Lucian Goins,-0.0087,0.0457
Blaine Hovenier,Judit Castillo,-0.0059,0.0477
Jeremy Lim,Stephanie Zahn,-0.0012,0.046
Rachel Stuhlmann,Ryan Sherry,-0.0064,0.0495
Troy Clemmer,Kristen Clemmer,-0.0042,0.0493
Roman Estareja,Leah Tauber,-0.0082,0.0512
Jonathan Truong,Collin Vero-Casavant,0.0094,0.0494
James Peng,Colby Ing,0.0052,0.0478
Justin Pagan,Sarah Mulhern,0.0025,0.0461
Waymon Peet,Abel Villaran,-0.0008,0.0483
Payton Noyes,Charleen Calvin,0.0051,0.052
Joel Phillips,Matt Meadows,-0.0004,0.0501
Parker Wittman,Taylor Stockton,0.0001,0.0482
William East,George Bulger,-0.0037,0.0472
Garrison Eaby,Ian Simms,-0.0055,0.0475
Jimmy Terzian,Perry Wang,0.0008,0.0495
Zachary Marceau,Zachary Card,-0.013,0.0512
Brett Finan,Alex Toth,-0.0004,0.052
Eric Oncins,Darrian Young,0.0084,0.0461
Jade Kawamoto,Tyson McGuffin,-0.0086,0.0499
Naveen Beasley,Jhonnatan Medina Alvarez,-0.0025,0.05
Ryan Dawidjan,Bao Duong,-0.0041,0.0487
Rafa Hewett,Marcela Aguila Ampon,-0.0061,0.0499
Daniel Jensen,Rachel Rettger,-0.0015,0.0457
Lingwei Kong,Sarah Ansboury,-0.0085,0.0488
Estephany Tan,Lindsey Thoeng,0.0007,0.0482
Lacy Schneemann,Augustus Ge,-0.0114,0.0464
Dave Bacalla,Spartak Rahachou,0.0063,0.0474
Jericho Grollman,Daniel Jensen,-0.0021,0.0494
James Delgado,Henry Boyle,-0.0059,0.0502
Steve Deakin,Wesley Burrows,-0.0069,0.0501
Dominique Schaefer,Patrick Smith,-0.0087,0.0488
Regina Goldberg,Hannah Blatt,-0.0044,0.0455
Bryanna Ojeda,Abel Villaran,-0.0044,0.05
Eric Roddy,Marshall Brown,-0.0047,0.0473
Quang Duong,Kate Fahey,0.0026,0.0478
Callie Smith,Roscoe Bellamy,0.0025,0.0456
Helena Jansen,Bao Duong,0.0016,0.0466
Emilia Schmidt,Rachel Rettger,-0.0047,0.0516
Lindsay Huttman,Charleen Calvin,0.0001,0.0515
Sarah Hua,Audrey Banada,0.0048,0.0467
Amber Policare,Sarah Mulhern,-0.0074,0.0519
Sarah Pham,Kristen Clemmer,0.0015,0.0481
Elizabeth Puni,Meray Maalouf,-0.0023,0.0518
Max Freeman,Casey Diamond,0.0118,0.0493
Genie Bouchard,Wesley Burrows,-0.0092,0.0514
Emilia Schmidt,Anderson Scarpa,-0.0064,0.0501
Mohaned Alhouni,Caden Nemoff,0.0026,0.051
Grayson Goldin,Etienne Blaszkewycz,-0.0124,0.0514
Julia Ronney,Hannah Ward,-0.0042,0.0533
Leah Tauber,Ariana Rodriguez,0.0071,0.0513
Steve Deakin,Monica Paolicelli,0.0068,0.0476
Max Freeman,Tyra Hurricane Black,-0.0199,0.0512
Mota Alhouni,Spencer Smith,0.0017,0.0467
Rob Cassidy,Roman Estareja,-0.01,0.0497
Johnny Goldberg,Cobi Moore,0.0053,0.047
Layne Sleeth,Travis Rettenmaier,0.0002,0.0507
Kento Tamaki,Ava Ignatowich,-0.0002,0.0487
Sarah Carpenter,Abigail Okelley,-0.0016,0.0499
Brie Aldridge,Helena Jansen,-0.0111,0.0459
Polina Libo,Valerie R Simon,-0.0024,0.0474
Martina Frantova,Donald Young,-0.002,0.0492
AJ Koller,Olivia McMillan,0.0016,0.0495
Mehvish Safdar,Darrian Young,-0.0073,0.0514
Blaine Hovenier,Ryan Fu,0.0057,0.0466
Ross Whittaker,Dustin Boyer,0.0125,0.0522
Kaitlyn Christian,Mota Alhouni,0.002,0.0493
Christian Alshon,James Ignatowich,-0.0028,0.0467
Julian Arnold,Donald Young,-0.0001,0.0498
Allison Phillips,Olivia McMillan,-0.0022,0.0492
Phillip Locklear,Patrick Smith,0.0051,0.0518
Lauren Stratman,Lina Padegimaite,0.0005,0.0485
Quang Duong,Michael Loyd,0.0024,0.0463
Zane Navratil,John Cincola,-0.0017,0.0483
Riley Newman,Rafa Hewett,-0.0035,0.0485
Meghan Dizon,James Ignatowich,-0.0019,0.0464
Dylan Frazier,Vivienne David,0.0025,0.0475
Parris Todd,Jade Kawamoto,-0.007,0.0483
Chuck Taylor,Todd Fought,0.0094,0.0487
Alix Truong,Milan Rane,-0.0221,0.0475
Genie Erokhina,Layne Sleeth,-0.0051,0.0518
Hunter Johnson,Dekel Bar,0.01,0.0506
Irina Tereschenko,Jessie Irvine,-0.0026,0.0485
Liam Duffin,John Thorn,-0.0029,0.0508
Ian Simms,Ethan Dysert,-0.0006,0.0458
Sergey Afanasenka,Mark Nahum,0.0012,0.0497
Kristin Vogel,Claudio Quinones Garcia,0.0148,0.0521
Santhosh Narayanan,James Thorp,0.0057,0.0482
Eduardo Santini Ayon,Joel Poland,0.0024,0.0467
Nick Petterson,Madison Wolfe,0.0088,0.0497
Noah Hobrath,Eli Steiner,0.0078,0.0512
Spartak Rahachou,Sebastian Herrera,0.0101,0.0498
Clemens Graute,Ikona Freitas,-0.0003,0.0504
Pally Ray,Journey Barajas,0.0004,0.0497
Noe Khlif,Judit Castillo,0.0133,0.0508
Tia Elpusan,Kevin Dayan,-0.0073,0.0515
Kailas Shekar,Nicole Eugenio,-0.005,0.0505
Aureana Marrotte,Ikona Freitas,-0.0001,0.0469
Ryan Sherry,Justin Gimelstob,-0.0018,0.0506
Vincent Rettke,Miles Hoover,-0.0063,0.0463
Abhishek Bhargava,Brian Bonilla,-0.0008,0.0485
Bailee Jackson,Eli Steiner,-0.0005,0.0467
Pally Ray,Rafael Lenhard,-0.007,0.0485
Noah Hobrath,Allie Davis,-0.0012,0.0516
Kace Heiner,Logan Schneider,0.0051,0.0488
Joe Prince,Ryan Finley,-0.0012,0.0481
Trenton Alenik,Clayton Alenik,-0.0036,0.0514
Keaton Cullimore,Bryce Larson,0.0086,0.0514
Carl Taibl,Matthew Mead,0.0006,0.0478
Bruno Rosa,David Creswell,-0.0023,0.0487
Dexter Rangel,Pieter De Vries,-0.0034,0.0519
Chas Howard,Justin Fullmer,0.0113,0.0515
David Litvinov,Dalia Garza,0.0061,0.0495
Shelley Wong,Louie Payetta,0.0016,0.052
Joseph Pututau,Jon Nilson,0.0025,0.0506
Derek Thompson,Michael Enright,-0.0023,0.0471
Maddox Castellanos,Matthew Powley,0.0001,0.0483
Savanna Ticknor,Ian Simms,0.0057,0.0518
James Thorp,Kimmie Ouchi,-0.0024,0.0497
Carlota Trevino,Connor Weeks,-0.0005,0.0481
Quan Do,Dionne Lim,-0.0077,0.0496
Francesco Avella,Brad Barker,-0.0012,0.0475
Austin Bricker,Marcello Gonzalez,0.0028,0.0501
Indigo Dagnall,Daniel Loney,-0.0035,0.0466
Simone Leonard,Oliver Frank,0.016,0.0503
Bryce Larson,Shae Spencer,-0.0017,0.0493
Nick Szczurek,Billy Buchhauser,-0.0032,0.0524
Ross Mathews,Dalton Robinson,-0.0066,0.0521
Amanda Rosati,Chiron Burl,0.0064,0.0476
Sophia Haleas,Anthony Skalabrin,0.0025,0.0489
Jaxon Madsen,TY Parrish,-0.0061,0.0467
Dan Garfinkel,Jeffrey Moulton,-0.0027,0.0509
Kevin Pham,Andrew Anh Pham,0.0092,0.0491
Daniel Byun,William Eteaki Jr Jr.,-0.0009,0.0527
Bryce Vanderhorst,Shayden Hinton,0.0005,0.0513
Duc Dang,Kevin Stanley,0.0004,0.0504
Jace Morris,Anthony Skalabrin,0.001,0.0459
Gregory Zukeran,Jace Akagi-Okuma,-0.0059,0.0494
Andre Mercado,Jack Sahid,-0.0035,0.0502
Yaamunan Venkatesan,Ivana King,0.0015,0.0507
Christian Borrero,Dylan Payne,0.0035,0.0473
Andrea Carrano,Luc Pham,-0.0043,0.0511
Johnny Borashan,Ognjen Zekanovic,0.0015,0.0504
Raymond Velarde,Tommy Shin,-0.0071,0.0519
Riccardo Corrente,Franco Calandra,-0.0014,0.052
Kentaro Hamaguchi,Harrison Yee,0.0009,0.0479
Zen Ferguson,Thomas Romero,-0.0051,0.0492
Keaton Cullimore,Lauren Wong,-0.0015,0.0501
Nicole Kalhorn,Billy Buchhauser,-0.005,0.0526
Anna Bright,Hayden Patriquin,0.0098,0.0445
Pierina Imparato,Darrian Young,0.0058,0.0472
Andrea Koop,Roscoe Bellamy,0.0024,0.0493
Hunter Johnson,Tyra Hurricane Black,0.004,0.0492
Catherine Parenteau,James Ignatowich,-0.0062,0.0458
Tyler Loong,Lacy Schneemann,0.003,0.0484
Blaine Hovenier,Samantha Parker,0.0042,0.0478
Parris Todd,Jaume Martinez Vich,-0.0036,0.0485
Callie Smith,Zane Navratil,0.0074,0.0501
Quang Duong,Allyce Jones,0.0237,0.0479
Angie Walker,Wesley Burrows,-0.0022,0.0495
Genie Bouchard,Ivan Jakovljevic,0.0128,0.048
Dylan Frazier,Kate Fahey,0.0108,0.0459
Aanik Lohani,Ava Ignatowich,0.0016,0.0498
Kaitlyn Christian,Daniel De la Rosa,0.001,0.0505
AJ Koller,Alix Truong,0.0085,0.049
Olivia McMillan,Anderson Scarpa,-0.0059,0.0507
Rafa Hewett,Chao Yi Wang,-0.0002,0.0514
Genie Erokhina,Ryan Fu,0.0048,0.0483
Lauren Stratman,Donald Young,-0.0185,0.0472
Camila Zilveti,Alex Neumann,0.0045,0.0511
Vivienne David,Augustus Ge,-0.0031,0.0488
Chuck Taylor,Lindsey Newman,0.0007,0.0482
Hannah Blatt,Pesa Teoni,-0.0072,0.0513
Allison Phillips,Olivia Phillips,0.016,0.0506
Julianne Felton,Chandra Kusuma,0.0016,0.0495
Roscoe Bellamy,Darrian Young,0.0099,0.0487
Noe Khlif,Wyatt Stone,-0.0151,0.0502
Lindsey Newman,Olivia McMillan,-0.0027,0.0514
Bailee Jackson,Allie Davis,-0.0,0.0518
Christine Maddox,Genie Erokhina,0.0028,0.0486
Julian Arnold,Augustus Ge,0.0003,0.0499
Nicole Eugenio,Tia Elpusan,0.0098,0.0513
Rob Cassidy,Jose Farias,-0.0039,0.0498
Quang Duong,CJ Klinger,0.0166,0.0451
Maddy Rasmusen,Dodo Kong,-0.0019,0.0497
Cade Pierson,Dionne Lim,-0.0014,0.05
Ekaterina Biakina,Alla Mikhno,0.0012,0.049
Brandon French,Daniel De la Rosa,0.0195,0.0488
Kate Fahey,Tina Pisnik,0.0128,0.0424
Sophia Haleas,Lauren Wong,-0.0007,0.0513
Pablo Tellez,Dekel Bar,0.0078,0.0449
Chuck Taylor,Kento Tamaki,-0.0005,0.0461
Claudio Quinones Garcia,Elliot Markowitz,-0.005,0.0489
Mohaned Alhouni,Aanik Lohani,-0.0007,0.0456
Kailas Shekar,Quan Do,-0.0052,0.0471
Ivan Jakovljevic,Spencer Smith,-0.0084,0.0512
Tavon Morrow,Derek Shearer,0.0045,0.0483
Bao Duong,Iker Tomas,-0.0059,0.0503
Callan Dawson,AJ Koller,-0.0028,0.0485
Dalia Garza,Erica Remshard,0.0013,0.0492
Savanna Ticknor,Cami Blake,0.0082,0.0517
Natalie Raney,Amanda Rosati,0.0035,0.049
Nick Black,Louie Payetta,0.0083,0.0504
Jessica Mason,Cailyn Campbell,-0.0016,0.0462
Carlota Trevino,Camila Garcia Wright,-0.0002,0.0505
Callie Smith,Andrea Koop,0.0041,0.0517
Jackson Ayotte,Riley Inn,-0.0026,0.0499
Madison Grollman,Ivana King,-0.0005,0.0501
Darcy Shore,Courtney Clark,-0.0001,0.0499
Shea Donahue,Mason Park,-0.0036,0.0473
Ian Hutter,Caitlin Lewis,0.0064,0.0492
Maximilian Wild,Dave Bacalla,0.0156,0.046
Levi Daniel,Tama Shimabukuro,0.0022,0.05
Abbigal Hatton,Jase Edwards,-0.0187,0.0519
Tama Shimabukuro,Ekaterina Biakina,-0.0026,0.048
Austin Bricker,Nick McCollin,0.009,0.0497
JP Gorby,Johnny Quinn,-0.0008,0.0511
Victoria Nguyen,Bassem Kheireddin,0.0085,0.0495
Kayla Nesbitt,Jimmy Terzian,0.021,0.0488
Zoeya Khan,Austin Bricker,-0.006,0.0452
Jazz Hearn IV,Garrison Eaby,0.0028,0.0513
Dalia Garza,Yuta Funemizu,-0.0093,0.0546
Jenna Hessert,Gabriel Joseph,-0.0061,0.0481
George Congdon,Jake Anderson,-0.004,0.0491
James Gillespie,Rikk Shimizu,-0.001,0.0452
Carlos Di Laura III,Etienne Blaszkewycz,0.0082,0.0485
Robert Laidlaw,Zachary Marceau,0.0122,0.0494
Jeremy Lim,Christina Chin,0.0011,0.0477
Ella Yeh,Eshaan Mylavarapu,0.0021,0.0499
Daniel Byun,Evie Kenna,-0.0052,0.0468
Haley Frank,Oliver Frank,0.0077,0.0505
Cami Blake,John Hanne,0.0012,0.0495
Max Green,Ariana Rodriguez,0.0122,0.0496
Brent Werbeck,Jen Werbeck,-0.0024,0.0518
Brett Finan,Jessica Mason,0.0041,0.0498
Grace Crosby,James Crosby,0.0006,0.051
Pally Ray,Tiffany Landgraf,0.0119,0.0512
Rachel Janssen,Loc Lam,-0.0009,0.0493
Daniel Patterson,Roger Stern,-0.0057,0.0493
Michael Asplund,Carter Wittendorf,0.0056,0.0511
Max Freeman,Sarah Williams,-0.0017,0.0477
Robert Laidlaw,Mehvish Safdar,0.0031,0.05
Alexa Schull,Zachary Marceau,0.0,0.0481
Demetric Marrero Jr,Ella Cosma,0.0084,0.0492
Alex Osorio,Adair Garcia,-0.0062,0.0486
Zach Gonnering,Jase Edwards,0.0004,0.0479
Alexander Valencia,Blake Beshirs,-0.0028,0.0469
Zane Ford,Lorena Duknic,-0.0009,0.0517
Regina Goldberg,Grayson Goldin,0.0159,0.0476
Justin Hunter,Lauren Andersen,-0.0006,0.0469
Sarah Carpenter,Juan Benitez,-0.0052,0.0479
Tom Protzek,Nicole Pitts,0.014,0.0507
Court Zalinski,Kevin Caulfield,-0.0029,0.0495
Dennis Polyakov,Mark Growcott,0.0004,0.0499
Chase Womack,Bassem Kheireddin,-0.0046,0.047
Eris Rivera,Taylor Stockton,-0.0008,0.0509
Christopher Crouch,Anne-Sophie Courteau,-0.0009,0.0475
Jessica Jones,Jake Anderson,0.0032,0.0522
Cody Sivan,Nicole Conard,-0.0102,0.0497
Aleck Blair,Whitney Shaffer,-0.0015,0.0485
Tony Le-Doan,Arion Northrop,-0.0062,0.0501
Eduardo Garcia,Timothy Cass,-0.0024,0.0486
Madison Wolfe,Nick McCollin,-0.0058,0.051
Alexandre Gauthier,Arielle Nealy,0.0048,0.0506
Amber Policare,Zach Gonnering,0.0005,0.0495
Loc Lam,Ramon Martinez,-0.0042,0.0493
Aizec Olson,James Crosby,0.004,0.0487
Brent Werbeck,Eli Trumeter,-0.0009,0.0501
Akinori Wada,Matt Mayer,0.0033,0.0487
James Broker,Komal Safdar,-0.0068,0.0531
Natalie Hur,Jaikin Gomez,0.0046,0.0486
Savanna Ticknor,Benjamin Grant,-0.0049,0.0497
Niles Parungao,AJ Brown,-0.0035,0.0503
Lorena Duknic,Arielle Nealy,-0.0089,0.0508
Jason Loyd,Yuta Funemizu,-0.0035,0.0487
James Delgado,Daniel Jensen,-0.0075,0.049
Zane Ford,Tam Trinh,0.016,0.0473
Jenna Hessert,Tatiana Ruhl,0.0089,0.0506
Neha Khurana,Tiffany Landgraf,-0.0042,0.0482
Dalia Garza,Mya Bui,0.0015,0.0509
Christina Chin,Ariana Rodriguez,0.0023,0.0489
Ross Whittaker,Kento Tamaki,-0.0046,0.0463
John Isner,Wesley Burrows,-0.0004,0.0532
Madeline Schulte,Helena Jansen,-0.0024,0.0493
Whitney Shaffer,Jen Werbeck,-0.0018,0.0503
Michael Oyer,Ryan Berg,-0.0041,0.0498
Max Schaefler,Kamden Bradstreet,-0.0011,0.0498
Tom Protzek,Alexandre Gauthier,-0.002,0.049
Hannah Blatt,Samantha Parker,-0.0027,0.0464
Chrissie Hintz,Rachel Janssen,0.001,0.0505
Keaten Kappes,Oliver Frank,0.0019,0.0505
Natalie Hur,Camila Zilveti,-0.0047,0.0497
Rafa Hewett,Kate Fahey,0.0034,0.0504
Ryan Murphy,Bryce Standridge,-0.0021,0.0492
Chris Tripoli,Sebastian Hinojosa,0.0034,0.0473
Nicole Pitts,Sarah Williams,-0.0062,0.0495
Zoeya Khan,Shea Donahue,-0.0042,0.048
Gabriel Joseph,Donald Young,0.0074,0.0486
Sam Weinbach,Dave Weinbach,-0.005,0.0491
Warren Fulgenzi Jr.,Justin Hunter,0.0061,0.0499
Sam Angelo,Ryan Fu,-0.0052,0.0459
Layne Sleeth,Brandon French,-0.0038,0.0484
Abbigal Hatton,Emma Nelson,-0.0048,0.0469
Daniel Traxler,Brett Finan,0.0042,0.0455
Jaume Martinez Vich,Tyra Hurricane Black,0.0015,0.048
Augustus Ge,Lina Padegimaite,0.0053,0.0485
Samantha Parker,Michael Loyd,-0.0015,0.0496
Yates Johnson,Ryan Sherry,-0.008,0.0487
Phillip Locklear,Robert Slutsky,0.0066,0.0514
Taine Bernhard,Matt Bernhard,-0.0004,0.0492
Noe Khlif,Blaine Hovenier,-0.0118,0.0531
Noe Khlif,Lea Jansen,0.0111,0.0452
Ivan Jakovljevic,Marcela Aguila Ampon,0.0029,0.0468
Dylan Frazier,Vivian Glozman,-0.0009,0.0475
Callie Smith,Jack Sock,-0.0066,0.0486
Rachel Rettger,Ava Ignatowich,-0.0049,0.0493
Haley Frank,Lauren Andersen,-0.0007,0.0501
Ivan Jakovljevic,Roscoe Bellamy,-0.0082,0.0495
Genie Bouchard,Kaitlyn Christian,-0.006,0.0501
Ella Yeh,Ella Cosma,-0.0012,0.0522
Daniel Byun,Benjamin Grant,0.0006,0.0475
Pally Ray,Jace Morris,0.0002,0.0495
Maria Klokotzky,Alexa Schull,-0.0039,0.0498
Garrison Eaby,Taylor Stockton,0.0009,0.0508
Easton Horricks,Jacob Stegall,-0.0006,0.0503
Martina Frantova,John Cincola,0.0041,0.0466
Christopher Crouch,John Lucian Goins,-0.0074,0.0554
Jonathon Hart,Sanders Graf,-0.0013,0.0485
Dominique Schaefer,Darrian Young,-0.0055,0.0517
Jessica Jones,Court Zalinski,0.0057,0.0485
Camila Zilveti,Steve Deakin,-0.0034,0.0514
Mohaned Alhouni,Allison Phillips,-0.0196,0.0494
Rachel Rettger,Wesley Burrows,0.0057,0.0521
James Ignatowich,Vivienne David,-0.0079,0.0511
AJ Koller,Todd Fought,0.003,0.0479
Michael Loyd,Wyatt Stone,-0.0034,0.0495
Albie Huang,Pei-Yu Lai,0.0013,0.0463
Martina Frantova,Dominique Schaefer,0.0048,0.0482
Madison Wolfe,Victoria Nguyen,-0.0069,0.0511
Chuck Taylor,Aanik Lohani,-0.0054,0.0493
Cason Campbell,Johnny Goldberg,0.0026,0.0491
Amber Policare,Anne-Sophie Courteau,-0.0029,0.0509
Layne Sleeth,Lina Padegimaite,0.0233,0.0489
Brandon French,John Cincola,-0.0081,0.0526
Quang Duong,Anna Bright,0.0073,0.0502
Riley Newman,Hayden Patriquin,-0.0039,0.0518
Emma Wang,William Kammerait,-0.0055,0.0462
Nicolas Lopez,Jessica Degroot,-0.0052,0.05
Cody Sivan,John Macauley,-0.0004,0.0519
Peter Berka,Jonas Merckx,0.001,0.0486
Aws Laaribi,Mike Radermacher,-0.001,0.0469
Sammy Lee,Jamie Voelker,0.0071,0.0522
Wendy Weston,Mike Radermacher,-0.0031,0.0482
Zane Ford,Nicholas Romano,0.002,0.049
