uuid,name,gender,n_high,n_low,serve_regular,return_regular,serve_big,return_big,regular,big,lift,lift_se,z,skill_adj,lift_rank,skill_adj_rank,lift_halfA,lift_halfB
070be5dd-2dcf-44b6-b2e7-37d9fbd29aa2,Adalynn Lund,F,374,742,-0.0565,-0.0186,-0.1102,-0.1644,-0.0751,-0.2745,-0.1994,0.2613,-0.76,0.0149,573,354,-0.1815,0.0418
4adbb03a-4a62-4a76-9a3a-c11357556ba9,Robert Stirling,M,418,885,0.0209,0.1461,0.0925,-0.1254,0.1671,-0.0329,-0.1999,0.2227,-0.9,-0.4294,574,774,-0.1481,-0.2985
8cefb109-0044-4545-a5c3-0cfb4df51612,Tavon Morrow,M,673,1396,0.1049,-0.016,-0.0655,-0.0465,0.0889,-0.112,-0.2009,0.19,-1.06,-0.2074,575,655,-0.1961,-0.1864
ad45f02d-1352-4922-8228-76179833d104,Colin Wong,M,331,632,-0.1089,0.0028,-0.1576,-0.1493,-0.1061,-0.307,-0.2009,0.2258,-0.89,0.1037,576,230,-0.3854,0.0622
660a75bf-df9f-4da0-ba25-07abf3e50b4b,Mikael Vollbach,M,284,606,0.016,0.1101,0.0422,-0.1172,0.1261,-0.075,-0.2011,0.2524,-0.8,-0.2322,577,675,-0.1847,-0.1396
c971bb40-090b-4e47-be58-905495e38401,Miles Hoover,M,1411,2938,0.0506,0.0715,0.0584,-0.1387,0.1221,-0.0802,-0.2024,0.1344,-1.51,-0.2192,578,668,-0.3691,-0.1937
4ebf78a8-2d54-451d-a45f-42544f6a60f1,Kayla Nesbitt,F,177,398,-0.0388,0.0599,-0.1128,-0.0698,0.021,-0.1827,-0.2037,0.2808,-0.73,-0.0315,579,422,-0.2634,0.0
2cff4f24-1547-4fe0-af74-9e3412f1ba71,Sam Querrey,M,669,1373,-0.0629,0.0579,-0.1038,-0.106,-0.005,-0.2098,-0.2048,0.1767,-1.16,-0.1461,580,591,-0.3653,-0.0525
b65efb9d-3466-4500-986d-ed13e9bb25f5,Elise Fortino,F,154,298,0.0638,-0.0526,-0.0962,-0.0974,0.0113,-0.1936,-0.2049,0.2808,-0.73,0.1176,581,220,-0.0219,-0.1905
5bdaf230-63a7-41cb-8fcd-d774ec99d51e,Victoria Nguyen,F,447,879,-0.1568,-0.0268,-0.2456,-0.1435,-0.1836,-0.3892,-0.2056,0.2213,-0.93,0.0488,582,308,-0.169,-0.0402
41c769d6-a3de-4db0-b7b7-cec7c5dee51c,Ishan Balakrishnan,M,167,325,0.1303,-0.037,-0.1011,-0.0123,0.0933,-0.1134,-0.2067,0.3216,-0.64,0.0252,584,338,-0.1423,-0.1977
906cfb51-866b-461e-8794-bdad7c46cb22,Brittni Tonnessen,F,170,329,-0.0402,-0.0914,-0.1921,-0.1462,-0.1316,-0.3383,-0.2067,0.2796,-0.74,0.1413,583,199,-0.0016,-0.1402
a991a28b-3f46-4367-854e-6e5ed5132056,Matthew Nesbitt,M,175,343,0.0708,0.0279,-0.0321,-0.0762,0.0987,-0.1084,-0.207,0.3796,-0.55,-0.1402,585,579,0.0,-0.1884
ab3af95f-cc49-4ff2-a731-668dd10a6b50,Farzin Amiri,M,566,1061,0.1095,-0.131,-0.108,-0.1212,-0.0215,-0.2292,-0.2076,0.1947,-1.07,-0.143,586,585,-0.0975,-0.3187
08208add-da5e-4a73-adb0-f1a86bf28153,Alex Guy,M,406,770,-0.1625,0.0728,-0.188,-0.1096,-0.0898,-0.2976,-0.2078,0.2471,-0.84,-0.1313,587,570,-0.3359,0.0865
e4adde58-d9a0-4f1c-afb4-96bbc7f33d22,Benjamin Grant,M,332,686,0.0507,-0.1504,-0.0796,-0.2283,-0.0997,-0.3079,-0.2082,0.2762,-0.75,0.0896,588,256,0.066,-0.1857
df443e1a-4508-4b35-917b-2780cf0ff6c8,Eddy Kim,M,199,435,0.1846,0.1248,0.1262,-0.0251,0.3094,0.1011,-0.2084,0.282,-0.74,-0.2457,589,684,-0.3054,-0.0075
9d80e298-b7d6-4094-988d-6dd488a91c52,Matt Rucinski,M,243,519,0.0206,0.1469,-0.0743,0.033,0.1675,-0.0413,-0.2087,0.2536,-0.82,-0.2572,590,695,-0.0736,-0.1263
bca78de4-9ff3-4dba-b182-6765f2a40fcc,Neil Mediratta,M,367,639,-0.1232,0.1136,-0.1801,-0.0385,-0.0096,-0.2186,-0.209,0.2506,-0.83,0.0201,591,345,0.223,-0.4147
53eadec7-a6b1-4ce3-9825-d76affdc3f4f,Juan Varon,M,769,1486,0.0724,0.1027,0.0305,-0.0651,0.1752,-0.0345,-0.2097,0.1792,-1.17,-0.3561,592,760,-0.1693,-0.1913
bcc72b93-5072-475b-a088-e8cffc39af23,Mason Durbin,M,176,322,0.0214,0.0051,-0.1082,-0.0758,0.0265,-0.184,-0.2104,0.2958,-0.71,-0.1709,593,613,-0.0663,-0.2504
21ed6c0a-6f07-4e74-afae-9e2218085daf,Levi Daniel,M,410,822,-0.1916,0.1431,-0.1454,-0.1136,-0.0485,-0.259,-0.2105,0.2673,-0.79,-0.1119,594,542,-0.03,-0.1551
67374341-3f7d-4434-95fe-7b6e826e6ca4,Kevin Dong,M,210,431,0.0957,-0.0301,-0.0584,-0.0869,0.0656,-0.1453,-0.2109,0.267,-0.79,-0.1027,595,531,-0.0936,-0.1384
4f142e8d-9a57-41cb-a89b-5b4c3af752fa,Ella Boydston,F,994,2049,-0.0031,-0.0321,-0.1759,-0.071,-0.0352,-0.2468,-0.2116,0.1581,-1.34,-0.3343,596,754,-0.1502,-0.1495
1c565be0-8543-4679-8dad-1bc917b2f41c,Alexandre Gauthier,M,177,361,0.065,-0.1772,-0.227,-0.0987,-0.1121,-0.3257,-0.2136,0.3199,-0.67,0.1739,597,173,-0.267,0.0869
18dd2b8c-d93c-43eb-be75-a64bcf36f486,Julia Ronney,F,554,1198,0.023,-0.0416,-0.1125,-0.12,-0.0186,-0.2325,-0.214,0.185,-1.16,-0.107,598,537,0.0271,-0.2619
c58f8822-c9f6-4480-90f7-09ec5b810736,Mia Turcsany,F,286,574,-0.0914,-0.1054,-0.1521,-0.2619,-0.1968,-0.414,-0.2172,0.2618,-0.83,0.1535,599,187,-0.134,-0.0615
14f68da3-a855-4656-a618-81b5d8ff6bec,Jarryd Woog,M,253,487,0.1332,-0.151,-0.1783,-0.0571,-0.0178,-0.2354,-0.2176,0.2399,-0.91,-0.1837,600,625,-0.187,-0.1806
0ac11983-04a4-49b8-80b6-afbc7453465e,George Bulger,M,198,403,0.1108,-0.1062,-0.0853,-0.1293,0.0047,-0.2146,-0.2193,0.301,-0.73,0.221,601,130,-0.1028,-0.1787
9068b689-e580-4d2f-ac56-8c57d54a7c11,Eli Trumeter,M,155,314,-0.0848,0.0673,-0.1919,-0.0453,-0.0174,-0.2372,-0.2197,0.3273,-0.67,0.0152,602,352,-0.0762,-0.2002
6ae70906-53f3-49ed-a7a1-8d967a528300,Chas Howard,M,219,402,0.1189,-0.0313,-0.0155,-0.117,0.0876,-0.1326,-0.2202,0.3187,-0.69,-0.076,603,488,-0.175,-0.1896
6aa6ce7a-8246-4bfd-9d8a-a67bb5f95257,Bao Duong,M,211,410,-0.2809,0.025,-0.2463,-0.2306,-0.2559,-0.4769,-0.221,0.2714,-0.81,0.19,604,154,-0.2726,0.0455
56f0b269-240a-42cb-b404-0b0bf747ad98,Dylan Lewis,M,294,656,0.1273,-0.0326,-0.0877,-0.0416,0.0948,-0.1293,-0.2241,0.2811,-0.8,-0.2124,605,662,-0.0253,-0.2211
ce10eeaa-0854-4c37-ab63-73f16bed85bc,Syed Uzair Sufi,M,492,986,0.0367,-0.0848,-0.1354,-0.1369,-0.0481,-0.2723,-0.2242,0.2137,-1.05,-0.1416,606,582,-0.1975,-0.0321
c3012322-e95e-4e38-a0d8-106f9e236869,Keilly Ulery,F,1252,2542,-0.061,-0.0405,-0.0919,-0.2341,-0.1015,-0.326,-0.2245,0.1434,-1.57,-0.1306,607,568,0.056,-0.4156
26898786-4fd1-4dd9-bc18-a5c515a6b0ef,Maverick Messinger,M,284,573,-0.0556,0.111,0.01,-0.1811,0.0554,-0.1711,-0.2265,0.2365,-0.96,-0.1207,608,547,-0.0691,-0.2783
c00d1e76-0116-49f5-b0b4-9b518b9cd628,MJ Marrero,,209,520,-0.054,0.0432,-0.1896,-0.0499,-0.0108,-0.2395,-0.2286,0.262,-0.87,0.0925,609,251,-0.3627,0.0904
722347d4-487c-473f-aec0-f856533f520d,Brookes Jones,M,327,700,-0.0398,0.124,-0.1113,-0.0351,0.0843,-0.1464,-0.2306,0.2833,-0.81,0.1216,610,216,-0.1609,-0.1345
ab0e7256-6f4e-43de-b85d-6bfab0bbc41d,Brayden Nguyen,M,295,580,-0.0061,0.0036,-0.1705,-0.0627,-0.0024,-0.2331,-0.2307,0.2575,-0.9,-0.0553,611,461,-0.0989,-0.0783
3b7dc75e-0c73-4576-872a-a32e27106d67,Cole Whitaker,M,246,511,0.0554,-0.0001,-0.1624,-0.0154,0.0553,-0.1778,-0.2331,0.2417,-0.96,-0.1695,612,609,-0.3506,0.145
8983be9d-1de3-4ae2-a6ed-1584a478bc33,William Owens,M,258,446,-0.0203,0.0483,-0.1068,-0.0996,0.028,-0.2065,-0.2345,0.2985,-0.79,-0.0743,613,487,-0.2375,0.0354
fdbc0750-8ded-4bfe-9657-4b84779dcee6,Tiffany Wang,F,167,362,0.0308,0.0118,-0.1013,-0.0907,0.0426,-0.192,-0.2346,0.3211,-0.73,0.1853,614,159,-0.2181,0.0974
4e73b5b4-d734-4258-91cf-b678d08200a9,Maria Ford,F,332,667,0.2242,-0.2079,-0.148,-0.0705,0.0163,-0.2185,-0.2348,0.2519,-0.93,-0.13,615,565,-0.1947,-0.143
d1467954-5b55-4724-9cd5-4d8dd54f2fc0,Jake Benjamin,M,178,321,0.1061,-0.0217,-0.0577,-0.093,0.0844,-0.1507,-0.235,0.3481,-0.68,0.1257,616,213,-0.1291,-0.1414
71c8bad4-9344-41c3-b0bc-86675b6f38d9,Evie Kenna,F,386,748,0.0276,-0.0746,-0.1586,-0.1245,-0.047,-0.2831,-0.2361,0.235,-1.0,-0.1235,617,552,-0.0409,-0.2534
ef6713e4-bbb0-4f41-b874-15c7fe79d5e6,Charlotte Wasson,F,155,285,0.0165,-0.0053,-0.1113,-0.1136,0.0112,-0.225,-0.2361,0.3043,-0.78,0.29,618,86,0.0,-0.2692
7a300520-8298-4458-8968-db478e23e9be,Tobias Moreno,M,331,726,0.0303,-0.0604,-0.1604,-0.1084,-0.0301,-0.2687,-0.2386,0.2698,-0.88,-0.144,619,587,-0.1066,-0.2233
1bb4e304-37c1-43eb-b223-6eb45ab3b78a,Madeline Schulte,F,680,1450,0.0131,-0.099,-0.166,-0.1591,-0.0859,-0.3251,-0.2392,0.18,-1.33,-0.0581,620,465,-0.0343,-0.3031
ea90bdd7-53bf-4892-8bc9-802c55feee1e,Ruben A Gonzales Jr,M,347,638,-0.101,0.2287,-0.0058,-0.1066,0.1276,-0.1124,-0.24,0.2295,-1.05,-0.0809,621,494,0.0201,-0.3214
8172788a-eec8-4064-90ee-a01dd09e2729,Jaikin Gomez,M,828,1746,-0.0151,0.1558,-0.0831,-0.0172,0.1408,-0.1002,-0.241,0.1814,-1.33,-0.1328,622,572,-0.0364,-0.3935
6392c4f6-2b1d-4595-b7ff-9958bed31ff4,Ronan Camron,M,175,367,0.0275,0.1112,-0.0359,-0.0668,0.1387,-0.1026,-0.2414,0.276,-0.87,-0.2926,623,728,-0.1464,-0.2182
b70cca60-0d9b-45e7-9327-ec95e850d1e2,William Hart,M,298,559,-0.1665,0.0056,-0.2283,-0.1747,-0.1609,-0.403,-0.242,0.2608,-0.93,-0.2559,624,693,-0.3063,0.0694
4798e757-53f5-4e52-92aa-98172c8f7862,Roos Van Reek,F,336,638,0.0378,0.1389,-0.1626,0.0973,0.1767,-0.0654,-0.2421,0.2324,-1.04,-0.5538,625,792,-0.1529,-0.2713
16e2bfc0-c047-47a9-851d-1cc79ad3f7b1,Chase Womack,M,480,944,-0.02,0.0408,-0.0681,-0.1546,0.0208,-0.2227,-0.2435,0.235,-1.04,-0.1796,626,620,-0.3749,0.1201
2a1c197a-eede-4639-9fbf-1133d648f7c7,Demetric Marrero Jr,M,475,982,0.0214,-0.1202,-0.1654,-0.177,-0.0987,-0.3425,-0.2437,0.2063,-1.18,-0.1211,627,548,-0.4028,0.0818
bb20d284-a077-49bd-8409-a3452e3067f3,Kevin Caulfield,M,509,997,-0.0556,-0.0225,-0.155,-0.1677,-0.0781,-0.3227,-0.2446,0.2497,-0.98,-0.093,628,515,-0.0762,-0.2911
5d73e0b9-a7f9-4521-961b-8d79742ee23f,Albert Wan,M,555,1080,0.0578,-0.0475,-0.1762,-0.0586,0.0103,-0.2349,-0.2452,0.2188,-1.12,-0.1671,629,606,-0.3701,-0.0709
34df6ae0-3b15-474c-81a9-63bebc580ed7,Brian Bonilla,M,248,494,0.0127,-0.0116,-0.1064,-0.1384,0.0011,-0.2448,-0.2459,0.3016,-0.82,-0.02,630,402,-0.1037,-0.1631
22839b0d-41bf-4830-8f1e-0da170ebc723,Haley Ferguson,F,470,954,-0.1059,0.0398,-0.1816,-0.1305,-0.0661,-0.3121,-0.246,0.2256,-1.09,-0.0951,631,521,-0.3418,-0.0451
8af41b49-c25b-4103-bf60-fa36ab5fc278,Chase Ora,M,249,509,0.1485,-0.121,-0.0873,-0.1327,0.0274,-0.22,-0.2474,0.2966,-0.83,0.0075,632,369,-0.4614,0.1517
c83efa76-ad13-43d0-a6b4-1a9dbc4bcbf1,Sammy Melin,F,176,326,0.06,0.0625,-0.0642,-0.0631,0.1225,-0.1274,-0.2499,0.3569,-0.7,-0.0068,633,389,0.0,-0.2451
deb34ab5-bc2e-4fda-894e-600a62ca0fa7,Michael Shaw,M,203,446,0.0645,-0.0758,-0.104,-0.1586,-0.0114,-0.2625,-0.2512,0.2727,-0.92,-0.2058,634,652,-0.2001,-0.0485
cfca938e-f09c-4712-bb3f-2b88df706c8c,Nhật Minh T,M,201,474,-0.0491,0.0555,-0.1599,-0.0856,0.0064,-0.2455,-0.2519,0.266,-0.95,-0.0298,635,419,-0.2391,-0.0046
16deb566-c508-4f05-84d9-a01fb527a005,Michael I,M,154,268,0.1172,0.0679,-0.0381,-0.0291,0.185,-0.0672,-0.2522,0.3421,-0.74,0.0923,636,252,-0.0812,-0.1945
020d8ae2-4895-4135-b7dc-6f43b34c9926,David Hall,M,434,909,-0.1049,0.0254,-0.1408,-0.1928,-0.0795,-0.3336,-0.2541,0.2148,-1.18,-0.2038,637,649,-0.2855,-0.095
e7139f62-049c-48e6-b08b-d8ea0fd44e82,Sydnee Metzold,F,160,317,0.1793,0.069,0.0387,-0.0465,0.2483,-0.0078,-0.256,0.3225,-0.79,-0.1725,638,615,-0.1452,-0.1906
623c9f3d-7974-463d-8e10-0b290ed48533,Alicia Lai,F,177,385,0.0787,-0.0517,-0.1252,-0.1042,0.027,-0.2295,-0.2565,0.3088,-0.83,-0.0999,639,528,0.0,-0.2687
91846d4e-67fb-4891-87a6-bed8362b8e2c,Olivia Phillips,F,530,1074,-0.0639,-0.0714,-0.1523,-0.2397,-0.1353,-0.392,-0.2567,0.2198,-1.17,0.1892,640,155,-0.0988,-0.1305
49918aa2-e0c2-4736-a4b8-eb980f78f717,Filipe Parichkov,M,344,631,-0.0536,0.0127,-0.1324,-0.1656,-0.0409,-0.298,-0.2571,0.2406,-1.07,-0.0945,641,518,0.0622,-0.2994
cb9ea037-f204-4216-ac56-930a01009166,Matt Burkhardt,M,637,1289,0.1123,-0.1025,-0.1199,-0.1281,0.0098,-0.248,-0.2578,0.184,-1.4,-0.2681,642,702,0.0269,-0.3854
a018902f-114c-4519-997c-4fdf52d4a0e1,Abbigal Hatton,F,1269,2634,-0.0251,0.0985,-0.0481,-0.1376,0.0733,-0.1857,-0.259,0.1338,-1.94,-0.3084,643,737,-0.306,-0.2079
62865128-f55c-4c57-a35e-30834e4439b8,Bassem Kheireddin,M,465,904,0.0746,0.1145,-0.0337,-0.0365,0.1892,-0.0702,-0.2594,0.3242,-0.8,-0.3037,644,736,-0.181,-0.1773
4c974436-715d-41f0-9705-f25f108db163,Aleck Blair,M,188,405,0.1262,-0.1398,-0.0801,-0.1935,-0.0136,-0.2736,-0.26,0.2931,-0.89,-0.0369,645,429,-0.0473,-0.2223
03ee9ee1-7ce1-4704-9a48-a504790e91b0,Justin Graham,M,351,691,-0.1305,0.0149,-0.2049,-0.172,-0.1156,-0.3769,-0.2613,0.2777,-0.94,0.0672,646,275,0.0186,-0.2453
f483a4bf-83ff-4e34-8629-72eed44e2662,Jeffrey Moulton,M,167,326,0.1416,-0.0574,-0.0914,-0.0869,0.0843,-0.1783,-0.2625,0.3279,-0.8,0.2139,647,139,-0.2511,0.0
b924b201-a7b1-4af5-83ef-d132c2d27008,Lara Giltinan,F,646,1317,-0.1272,0.0329,-0.2102,-0.1471,-0.0943,-0.3573,-0.263,0.1744,-1.51,-0.1351,648,574,-0.1425,-0.1479
68d3b279-8b2d-4055-8eb3-b28448c1f7d2,Katie Neils,F,155,278,-0.0257,0.0084,-0.1422,-0.1395,-0.0173,-0.2816,-0.2644,0.3342,-0.79,0.1921,649,152,-0.1617,-0.1325
7cf93ef3-86b7-4bb4-937b-5b5dc4c72c32,Valerie R Simon,F,1138,2260,0.0152,-0.0226,-0.1112,-0.1605,-0.0074,-0.2718,-0.2644,0.1598,-1.65,-0.1946,650,640,0.073,-0.4164
f932a82f-0702-44ac-9a1f-09bb5670b25c,Christian Lund,M,334,662,-0.1364,0.0081,-0.2025,-0.1919,-0.1283,-0.3944,-0.2661,0.2567,-1.04,-0.0399,651,436,-0.2689,0.0884
4e220040-a533-4d43-85ba-29ad38b5a3b7,Clemens Graute,M,182,365,-0.1077,0.0794,-0.1025,-0.1936,-0.0283,-0.2961,-0.2678,0.2829,-0.95,0.0861,652,260,-0.0729,-0.1933
a0582749-fb23-42cc-98ed-1915464c4814,Luke Wasson,M,1871,3810,-0.0432,0.0526,-0.0807,-0.1778,0.0094,-0.2585,-0.2679,0.1183,-2.27,-0.2125,653,663,-0.2478,-0.2622
0517f4a6-2648-470e-a9ff-8cf78eee3421,Connor McCartney,M,708,1550,0.0973,0.0213,-0.049,-0.1023,0.1186,-0.1513,-0.2699,0.1897,-1.42,-0.1294,654,562,-0.3763,-0.0547
0b75af4a-8c68-4ff7-a2f1-09bda71b5bed,Andre Mercado,M,1957,3682,-0.0845,-0.0425,-0.2129,-0.1848,-0.127,-0.3977,-0.2707,0.1189,-2.28,-0.2155,655,666,-0.3171,-0.2312
4553e8f7-d51d-41cd-bc23-752742441bff,Garrison Eaby,M,662,1318,-0.0421,0.082,-0.1718,-0.0608,0.0399,-0.2326,-0.2725,0.2182,-1.25,-0.2685,656,703,-0.1009,-0.2351
dba7cf49-9f57-43e3-878d-a63ced26a243,Jaeda Minniefield,F,1812,3545,-0.0331,-0.0812,-0.1265,-0.2625,-0.1143,-0.389,-0.2746,0.1214,-2.26,-0.2141,657,664,-0.1826,-0.1896
da1847da-b6a7-43cc-8ba1-1b6c775f29c4,Andrew Anh Pham,M,561,1126,-0.2224,0.2142,-0.1527,-0.1312,-0.0081,-0.2839,-0.2757,0.243,-1.13,-0.0581,658,466,-0.0321,-0.3307
03db4060-fcb3-41f7-83d5-7ee732dd8841,Jade Rau,F,1131,2365,-0.038,0.0243,-0.1182,-0.1715,-0.0138,-0.2897,-0.2759,0.1511,-1.83,-0.1774,659,618,-0.3967,-0.0231
7d4e35ed-83cd-4872-81da-6a78d5a7a4d4,Bryson Alexander,M,180,346,0.0634,-0.0954,-0.1133,-0.1949,-0.0321,-0.3082,-0.2761,0.2875,-0.96,0.0214,660,342,-0.0226,-0.2189
89647b43-f3f5-49e6-896f-614f0175a3f5,Jackson Ayotte,M,1180,2393,0.0285,-0.0022,-0.0344,-0.217,0.0263,-0.2514,-0.2777,0.1559,-1.78,-0.2773,661,714,-0.2195,-0.2485
14425212-36dd-43e0-bd0e-518303d3a8c8,Jake Presser,M,175,333,0.0517,0.1439,-0.0961,0.0139,0.1956,-0.0822,-0.2778,0.2927,-0.95,-0.1238,662,553,-0.1931,-0.1623
e4bf2cca-f71a-4ded-89fe-39db811423db,Jace Howard,M,633,1228,0.0093,0.0054,-0.1237,-0.1406,0.0147,-0.2643,-0.2789,0.1932,-1.44,-0.3113,663,741,-0.0611,-0.3582
37a2a373-8d3e-4177-bf1b-e6c9eaa52f5e,Natalia Simson,F,516,1081,-0.1191,0.0985,-0.1264,-0.174,-0.0206,-0.3004,-0.2799,0.2109,-1.33,-0.0162,664,399,-0.022,-0.2423
9885290a-b002-41ab-b27c-eeacbc197822,Flynn Orton,M,163,338,0.217,0.0152,-0.0181,-0.0308,0.2322,-0.0488,-0.281,0.3123,-0.9,-0.4036,665,770,0.0101,-0.2635
19a1f7fe-1d16-418a-be95-785266ff586e,Yolena Carlon,F,260,529,0.0702,-0.0115,-0.1154,-0.1078,0.0587,-0.2232,-0.2819,0.2374,-1.19,-0.0787,666,491,-0.105,-0.2164
481d9fef-ed7a-4fc9-9d19-a4f9b5a57d56,Ella Cosma,F,626,1365,-0.081,-0.1162,-0.1494,-0.3298,-0.1972,-0.4792,-0.282,0.1757,-1.6,-0.0328,667,424,-0.4296,0.0301
ecd31a05-120f-4373-b5c1-21136f8f0bf1,Braden Jacobson,M,1041,2001,-0.1692,0.0841,-0.1967,-0.1711,-0.0851,-0.3678,-0.2827,0.1545,-1.83,-0.2882,668,724,-0.1508,-0.2655
dd2f2fe3-5333-4036-9d88-f108bdcee3fc,Giovanna Morelli,F,1199,2704,-0.0075,-0.0055,-0.0949,-0.2015,-0.013,-0.2964,-0.2834,0.1366,-2.07,-0.2467,669,685,-0.208,-0.2489
086c9ee0-0aa3-4d2e-bc64-22a683f44d73,Ahmad El-Zarif,M,240,532,-0.0154,0.1168,-0.1121,-0.0705,0.1014,-0.1825,-0.284,0.2595,-1.09,-0.1459,670,590,-0.0839,-0.1895
9532d3f8-9418-4b59-af95-3cc5e7c2a066,Kelly Chen,F,352,727,0.1398,-0.0004,-0.056,-0.089,0.1394,-0.145,-0.2844,0.2273,-1.25,-0.1584,671,597,-0.0384,-0.3434
e813ca8d-346f-4071-a933-4df20663f624,Sarah Mulhern,F,218,438,-0.0411,0.1195,-0.0392,-0.1671,0.0784,-0.2063,-0.2846,0.262,-1.09,-0.2059,672,653,-0.3268,0.0411
95c0348f-d93e-44ba-b55e-4971a2d7c1c0,Scott Berke,M,259,464,0.1784,-0.0812,-0.1717,-0.0166,0.0972,-0.1883,-0.2855,0.3266,-0.87,0.146,673,195,0.0725,-0.323
f8917832-134f-4323-a2f2-ac19251c6e01,Sarah Williams,F,728,1400,-0.133,-0.0156,-0.2241,-0.2117,-0.1486,-0.4358,-0.2872,0.1812,-1.58,-0.2122,674,661,-0.352,-0.0844
c8e4c697-0b57-45e3-8799-227779ee5f1e,Pui Long Fan,F,357,793,-0.0055,-0.0604,-0.265,-0.0889,-0.0659,-0.3539,-0.288,0.2775,-1.04,-0.0979,675,527,-0.2218,-0.0499
e1cb8dc7-930e-4fd6-8034-cdbf250ae62a,TY Parrish,M,226,461,0.0226,0.0125,-0.0646,-0.189,0.0351,-0.2536,-0.2887,0.2586,-1.12,-0.2764,676,713,-0.0991,-0.2258
49d53a66-df0a-4419-892e-0fe6c788391e,Wendy Weston,F,490,980,-0.075,-0.0552,-0.2794,-0.1398,-0.1302,-0.4192,-0.289,0.2661,-1.09,0.1317,678,207,0.0691,-0.2019
a973d880-71ca-48d1-b127-a7e23afd5a19,Matthew Mead,M,1064,2206,-0.0044,0.1048,-0.0736,-0.1149,0.1004,-0.1886,-0.289,0.1894,-1.53,0.0048,677,375,-0.1922,-0.3002
cf21b2b4-0f5b-43c0-b8b1-18b64b376cd2,Lucas Pereyra,M,308,614,0.2861,-0.1239,-0.0541,-0.0728,0.1622,-0.1268,-0.2891,0.2457,-1.18,-0.2563,679,694,-0.262,-0.2227
7ae4f842-ea7a-42e1-80ac-9ad235f10ed0,Lexi Jensen,F,273,561,0.023,0.0469,-0.1465,-0.0739,0.0699,-0.2205,-0.2904,0.2747,-1.06,-0.0975,680,526,-0.1453,-0.2007
aa0157dc-6eeb-48b9-b679-d5cd6b4a5237,Ryan Sherry,M,475,932,0.0668,-0.0553,-0.1496,-0.1311,0.0116,-0.2807,-0.2923,0.215,-1.36,-0.1225,681,550,-0.2447,-0.2297
25139050-f977-4456-9545-7d63b72fa380,David Litvinov,M,995,2124,0.0041,0.1677,-0.0808,-0.0405,0.1718,-0.1213,-0.2931,0.1666,-1.76,-0.2527,682,690,-0.4489,-0.0652
4a1d619c-6252-42ec-b171-91ea42fc4c1f,Han Hyuck Chu,M,177,375,0.1062,0.0223,-0.099,-0.0673,0.1285,-0.1663,-0.2948,0.3211,-0.92,-0.1404,683,580,-0.3531,0.0321
69633ccf-87be-4975-a578-53d6e166c91b,Wil Shaffer,M,1101,2293,-0.0082,-0.0345,-0.1716,-0.1678,-0.0427,-0.3394,-0.2967,0.1493,-1.99,-0.1367,684,576,-0.2162,-0.3005
73820892-5991-4711-80c5-a2411025eb75,James Kaoma,M,596,1067,-0.0523,0.1575,-0.2158,0.0237,0.1052,-0.1921,-0.2973,0.1944,-1.53,-0.3128,685,743,-0.0271,-0.3335
ece1da5c-10cc-41a6-bc48-66d82a4ea10c,Prycen Haas,M,357,627,0.2545,-0.1306,-0.064,-0.1107,0.1239,-0.1747,-0.2985,0.2425,-1.23,-0.2823,686,718,-0.1595,-0.2056
d1ca938d-f130-4aa7-a753-1004bd0661e6,Caroline Maguire,F,168,349,-0.0044,0.1869,-0.0973,-0.0189,0.1824,-0.1162,-0.2986,0.3184,-0.94,-0.0297,687,418,0.0,-0.3306
d56a6779-9a18-4f34-9519-9a7c7c8b2d0e,Derek Shearer,M,429,850,0.0277,0.1556,0.0184,-0.1337,0.1833,-0.1153,-0.2987,0.2365,-1.26,-0.1542,688,595,-0.3326,-0.0626
a63bfef8-a400-4137-bc95-0bd11ecf64db,Dylan Ciampini,F,194,440,0.0935,-0.0802,-0.1976,-0.0889,0.0132,-0.2865,-0.2997,0.277,-1.08,0.1323,689,205,-0.3023,0.0235
a0581131-7d36-4424-b7f1-a5a4eaaed30f,Cc Eleven Sacca,F,155,299,-0.0329,0.0871,-0.1262,-0.1213,0.0542,-0.2475,-0.3017,0.2805,-1.08,-0.0201,690,403,0.1008,-0.3789
8a71d348-6401-4068-bedd-f4ed30460d2f,Andrew Caldarella,M,658,1260,-0.0203,-0.0227,-0.1878,-0.1577,-0.043,-0.3455,-0.3025,0.1839,-1.65,-0.2819,691,717,-0.4724,-0.0647
2e0c0227-6e3e-43d5-8037-7f8bd0f9b935,Gabriel Joseph,M,1187,2317,0.0013,-0.0254,-0.1542,-0.1733,-0.024,-0.3276,-0.3035,0.142,-2.14,-0.3129,692,744,-0.4519,-0.1009
dee643dc-920a-42e7-9596-7052f08cd4e8,Jamie Voelker,F,337,710,0.0441,-0.0388,-0.1287,-0.1713,0.0053,-0.3,-0.3053,0.2475,-1.23,-0.2226,693,670,0.0211,-0.3069
da9631ef-607d-48b6-a8d1-1915057b4741,Davis Daniel Carvalho,M,182,317,0.1352,0.0883,0.0381,-0.1238,0.2235,-0.0858,-0.3092,0.287,-1.08,-0.3276,694,750,-0.1907,-0.1929
a33fae19-76c1-4ec3-9845-2b2b471baa70,Johnny Goldberg,M,757,1474,-0.1159,0.1338,-0.1226,-0.1708,0.018,-0.2934,-0.3114,0.1843,-1.69,-0.2584,695,696,-0.0132,-0.3786
