p1_name,p2_name,chem_logit_mean,chem_logit_sd
Sarah Ansboury,Wesley Burrows,-0.0039,0.0503
Eric Oncins,Catherine Parenteau,-0.0068,0.0519
Allison Phillips,Christopher Haworth,0.0131,0.0508
Rafa Hewett,Zoey Weil,0.0008,0.0518
Ella Yeh,Luana Stanciu,-0.007,0.0549
Wil Shaffer,Daniel Jensen,0.0046,0.0473
Caden Nemoff,Kiora Kunimoto,0.0018,0.0538
Tyson McGuffin,Tina Pisnik,-0.0401,0.0535
Chloe Igleski,Michael Loyd,0.0024,0.0509
Rachel Rohrabacher,Andrei Daescu,0.0231,0.047
Yates Johnson,Lauren Stratman,0.0202,0.0503
Mohaned Alhouni,Lingwei Kong,-0.0007,0.0544
Camila Zilveti,Brooke Caruso,0.0023,0.0495
Tom Protzek,Pesa Teoni,0.0014,0.051
Michael Loyd,Augustus Ge,-0.004,0.0517
Grayson Goldin,Chuck Taylor,0.0024,0.0521
Liz Truluck,Mya Bui,0.0092,0.0497
Lucy Kovalova,Lacy Schneemann,-0.0017,0.0518
Jalina Ingram,Lindsey Newman,0.0013,0.0502
Armaan Bhatia,Christopher Haworth,-0.0132,0.054
Andre Mercado,Tama Shimabukuro,0.0183,0.0532
Max Freeman,Jaume Martinez Vich,0.0002,0.0517
Lea Jansen,Milan Rane,-0.0008,0.0519
Blaine Hovenier,James Ignatowich,-0.0023,0.0496
Meghan Dizon,Jackie Kawamoto,0.0034,0.0495
Ryan Fu,Tyson McGuffin,0.002,0.0512
Riley Newman,Noe Khlif,0.003,0.0482
Ella Cosma,Ava Ignatowich,-0.0042,0.0518
Christopher Haworth,Vivienne David,-0.0023,0.0502
Mya Bui,Juan Benitez,0.0039,0.051
Jay Devilliers,Juan Benitez,-0.0029,0.0501
Pierina Imparato,James Ignatowich,0.0084,0.052
Zoey Weil,Will Howells,0.0048,0.0497
Zoey Weil,Mari Humberg,0.0064,0.0519
Victoria Dimuzio,Jaume Martinez Vich,-0.0039,0.0513
Zane Ford,Zoeya Khan,-0.0049,0.0529
Christopher Haworth,Jaume Martinez Vich,-0.0072,0.0512
Stephen Madonia,Luana Stanciu,0.0034,0.0533
Brooke Buckner,Pablo Tellez,-0.03,0.0504
Jade Kawamoto,Ben Johns,-0.0014,0.0515
Chao Yi Wang,James Delgado,-0.0114,0.0497
Felicity Di Laura,Kaitlyn Christian,0.0038,0.0512
Zoeya Khan,Stephen Madonia,-0.0034,0.0503
Hunter Johnson,Catherine Parenteau,-0.015,0.0506
Jai Grewal,George Rangelov,0.0063,0.0515
James Seagraves,Keaten Kappes,0.0002,0.0507
Miles Hoover,Shea Donahue,-0.0049,0.052
Zach Gonnering,Keilly Ulery,-0.0074,0.0504
Garrett Hetherington,Brian Hershman,-0.0035,0.0534
Noelle Cerone,Dustin Spalding,-0.0007,0.053
Hong Kit Wong,Pui Long Fan,-0.0061,0.0521
Guangmao Wang,Zhe Chen,0.0067,0.052
Pui Long Fan,Tayah Cross,0.0044,0.0501
Harrison Brown,Shelby Bates,-0.0043,0.0504
Victor Camilo Iii,Landry Laywell,0.0047,0.0535
Monika Wynne,Keilly Ulery,0.0017,0.0519
Claudio Quinones Garcia,Etienne Blaszkewycz,0.0093,0.0478
Daniel Adsit,Nick Patterson,-0.0044,0.0511
Bassem Kheireddin,Matt Ngo,0.0164,0.0513
Blake Suard,Ryan Camras,-0.0156,0.0517
Jessica Jones,Nick Erves,0.0036,0.0539
Victoria Nguyen,James Kaoma,0.011,0.0522
Nick Black,Indigo Dagnall,-0.0043,0.0486
Eliel Herminas,Eli Trumeter,-0.0011,0.0496
Sophia Phuong Anh Tran,Seina Shima,0.0033,0.0531
Abigail Okelley,Emma Van Hee,0.0036,0.0518
Anouar Braham,Anne-Sophie Courteau,0.0259,0.0491
Jake Anderson,Bret Berryman,-0.0058,0.0489
Jayson Harris,Kyle Borawski,-0.0006,0.052
Miyu Hazawa,Athilla Miasara Bt Azizul Azhar,-0.0069,0.0536
V. Mary Rivas,Pei-Yu Lai,-0.0044,0.052
Willy De Vilchez,Emilien Burnel,-0.0067,0.0512
Brandon Nsekpong,Maddy Rasmusen,-0.0021,0.0521
Armaan Bhatia,Roos Van Reek,0.0025,0.0507
Christopher Crouch,Anouar Braham,-0.0005,0.0489
Austin Bricker,Nicole Conard,-0.0112,0.0504
Christopher Crouch,Victoria Simon,0.0004,0.0469
Anna Marija Bukina,Don Alto,-0.0068,0.0511
Tristan Dussault,Ellie Douglas,-0.0019,0.0495
Eden Malloy,Simone Leonard,-0.0046,0.0512
Audrey Banada,Etienne Blaszkewycz,-0.0135,0.0518
Abigail Okelley,Blake Goodman,0.0085,0.0504
Ninh Nguyen,Julian Chow,-0.0058,0.0502
Amit Verma,Eshaan Mylavarapu,0.0033,0.0523
Angel Hernandez,Matt Burkhardt,-0.0093,0.05
Duncan Mulenga Jr.,Dawson Johnson,0.0001,0.0546
Mackonner Dy,Vincent Rettke,0.0036,0.0515
Rikuto Kurosawa,Seina Shima,0.0063,0.0505
Sam Kim,Valerie R Simon,-0.0053,0.0528
Kylie Imperial,Stephanie Joseph,-0.0008,0.0525
Mackonner Dy,Lingzhe X,-0.003,0.0526
Jonmikel Macnichols,Rikk Shimizu,-0.0001,0.0499
Luc Pham,Troy Akin,-0.0054,0.0515
Blake Arrant,Mike Grossman,-0.0002,0.0529
Ryan Dawidjan,Johnny Goldberg,-0.0022,0.0513
Alexander Valencia,Josiah Watje,0.0024,0.0529
Ishan Balakrishnan,Albert Wan,0.0181,0.0485
Aman Patel,Dev Shah,0.0026,0.0509
Kei Sawaki,Lachy Donnelly,-0.0031,0.0517
Eli Trumeter,Kasia Carr,0.0062,0.0521
Javon Turcsany,Brock Rzesnowiecky,0.0014,0.0495
Grant Hanak,Kristian McGill,0.0042,0.0513
Daniel Traxler,Ethan Dahl,0.008,0.0498
Aizec Olson,Sam Szymanski,0.0044,0.0527
Eduardo Garcia,Blake Goodman,0.0049,0.0508
Sam Kim,Don Alto,0.005,0.053
Daniel Phillips,Gavin Fowler,0.0121,0.0498
Jason Loyd,Hao Nguyen,-0.0004,0.0529
Garrett Goh,Anuj Parakh,-0.0041,0.0521
Roman Hill,Cameron Vose,-0.0005,0.0546
James Kaoma,Miles Hoover,-0.0148,0.0513
JP Gorby,Davis Weatherston,0.005,0.0527
Grace St. Clair,Matt Haywood,-0.0058,0.0524
Christine Moore,Landry Laywell,-0.0029,0.0537
Jazz Hearn IV,Andi Godwin,-0.0078,0.0511
Tomoko Taniguchi,Linda Yang,-0.0007,0.0527
Natalie Hur,Victoria Nguyen,-0.0008,0.051
Birlinda Akinaka,Kimmie Ouchi,-0.0048,0.0523
Andi Godwin,Jake Anderson,-0.0062,0.0524
Jazz Hearn IV,Armaan Jiwa Mawji,0.0114,0.052
Antoaneta Toskova,Bryson Alexander,0.0005,0.0523
Daniel Adsit,Linda Yang,0.0057,0.0516
Emilien Burnel,Pei-Yu Lai,-0.0002,0.0539
Seth Chittenden,Jack Boxill,-0.0039,0.0527
Jason Loyd,Emma Van Hee,-0.0054,0.0525
Daniel Phillips,Cami Gonzalez,-0.0064,0.0545
Jaikin Gomez,Mouaad Alhouni,0.0149,0.0527
Zach Gonnering,Harrison Brown,0.0032,0.0507
Monika Wynne,Luc Pham,-0.001,0.0524
David Perez,Louis Theriault,-0.0101,0.0526
Stephanie Joseph,Eshaan Mylavarapu,-0.0035,0.0501
Hudson Kaylie,Matthew Finnerty,-0.0095,0.0498
James Seagraves,Rika Fujiwara,0.0092,0.0501
Bobby Howard,Eric Bunch,-0.0006,0.053
Olivia Phillips,Shea Donahue,0.0084,0.0494
Neha Khurana,Elaine Li,0.0009,0.0532
Brenden Everhart,Mario Jurisic,-0.0036,0.0526
Joe Beamish,Dustin Spalding,0.0026,0.0529
Roos Van Reek,Shelby Bates,0.0093,0.0522
Alli Hazrati,Noelle Cerone,-0.0132,0.0527
Rachel Janssen,Charlotte Scharfenberger,-0.0113,0.0515
Kiora Kunimoto,Darrian Young,-0.0021,0.0505
Gabriel Joseph,Ella Cosma,0.0157,0.0516
Polina Libo,Jhonnatan Medina Alvarez,-0.0026,0.0507
Yates Johnson,Victoria Dimuzio,0.0048,0.0523
Lindsey Newman,Patrick Smith,-0.005,0.0523
Ashley Griffith,Luke Wasson,0.0019,0.0505
Jack Sock,Cailyn Campbell,0.0084,0.0517
Mehvish Safdar,Wesley Burrows,-0.0018,0.051
Jack Sock,Blaine Hovenier,0.0017,0.0497
Tama Shimabukuro,Spartak Rahachou,-0.0013,0.0507
Spartak Rahachou,Salome Devidze,-0.003,0.051
Cason Campbell,Brooke Caruso,-0.0087,0.0519
Caden Nemoff,Audrey Adele Brown,0.0027,0.049
Carlos Di Laura III,Lara Giltinan,0.0107,0.0527
Ross Whittaker,Camila Zilveti,-0.0083,0.0498
Zoeya Khan,John Cincola,0.0013,0.0525
Genie Erokhina,Judit Castillo,-0.0006,0.0465
Parris Todd,Federico Staksrud,0.0214,0.0495
Felicity Di Laura,Gregory Dow,-0.0032,0.0514
Ting Chieh Wei,Roscoe Bellamy,-0.0038,0.0507
Jade Kawamoto,Augustus Ge,-0.0022,0.0542
Tyler Loong,Judit Castillo,-0.0106,0.0501
Alexander Crum,Giovanna Morelli,0.0006,0.0519
Ella Yeh,Tama Shimabukuro,-0.0085,0.0518
Jade Rau,Wil Shaffer,0.001,0.051
Noe Khlif,Lacy Schneemann,-0.001,0.0525
AJ Koller,Alex Walker,0.0076,0.0483
Chuck Taylor,Tatiana Ruhl,-0.0035,0.0511
Tom Protzek,Ava Ignatowich,0.0004,0.0501
Andrew Caldarella,Paula Rives,-0.007,0.0508
Dekel Bar,Catherine Parenteau,0.0057,0.0511
Lingwei Kong,Travis Rettenmaier,-0.0061,0.0494
Ivan Jakovljevic,John Cincola,-0.0037,0.0511
Samantha Parker,Anderson Scarpa,-0.0034,0.0507
Jonathan Truong,Jaume Martinez Vich,0.0065,0.0502
Liz Truluck,Cailyn Campbell,-0.0044,0.0504
Carlos Di Laura III,Chuck Taylor,0.0051,0.0514
Yates Johnson,Mota Alhouni,-0.0094,0.0513
Lea Jansen,Jessie Irvine,-0.0069,0.0511
Ting Chieh Wei,Lindsey Newman,-0.0023,0.0497
Lucy Kovalova,Mya Bui,-0.0061,0.0508
Eric Roddy,James Delgado,-0.002,0.0508
Ross Whittaker,Alexander Crum,0.0004,0.0504
Jalina Ingram,Alix Truong,0.0005,0.0515
Pablo Tellez,Darrian Young,-0.0035,0.0503
Zoey Weil,Hannah Blatt,-0.004,0.0526
Mehvish Safdar,Rachel Rettger,-0.0038,0.0511
Steve Deakin,Camden Chaffin,0.0015,0.0518
Wil Shaffer,Pesa Teoni,-0.0015,0.0512
Travis Rettenmaier,Braden Jacobson,0.0109,0.0528
AJ Koller,Dekel Bar,-0.0041,0.0526
Camila Zilveti,Audrey Adele Brown,-0.004,0.052
Ava Ignatowich,Danna Funaro,-0.0064,0.0545
Grayson Goldin,Brandon French,0.0077,0.0514
Andre Mercado,Andrew Caldarella,-0.0107,0.0526
Rachel Rohrabacher,Jade Kawamoto,0.0026,0.0541
Jhonnatan Medina Alvarez,Juan Benitez,0.0019,0.052
Christine Trifunovic,Tatiana Ruhl,-0.0014,0.0512
Jade Rau,Genie Bouchard,-0.0022,0.0501
Evan Ankrom,Matthew Pokorny,0.0048,0.0491
Cade Edwards,Jase Edwards,0.0018,0.0524
Jonah Matos,Carlos Subero,0.0033,0.0543
Marie-Claude Boisvert-Bégin,Ella Boydston,-0.0051,0.0527
Lauren Hidalgo-Smith,Andi Godwin,0.001,0.052
Mia Turcsany,Mary McGowan,-0.0036,0.0504
Patricio Pereyra,Daniel Couzens,-0.0028,0.0519
Justin Dages,Bryan Rodriguez,0.0033,0.0514
Juan Varon,Usama Khalid,0.0217,0.0518
Justin Graham,Victoria Simon,-0.0098,0.0537
Emanuel Dickson,Andi Godwin,0.0065,0.0552
Isaac Hartmann,Ava Pisacrita,-0.0062,0.0497
Jay Evans,Devon Sikora,0.0077,0.0497
Nicholas Wade,Freddie Powell,-0.0066,0.0526
Caden Salefsky,Christian Lund,0.0061,0.0509
Sofia Manzanares,Jonathan Aiken,0.0006,0.0501
Brandon Johnson,Scout Johnson,-0.0038,0.0507
Monika Wynne,Stevie Petropouleas,0.0005,0.0524
Lauren Hidalgo-Smith,Brandon Riddle,0.0201,0.0519
Jake Benjamin,Helen Challenger,-0.0106,0.0522
Monika Wynne,Usama Khalid,0.0072,0.0488
Talman Ramsey,Connor Daland,-0.0053,0.0513
Robert Morales,Luke Citarelli,-0.0024,0.0495
Cade Edwards,Ella Boydston,-0.0101,0.0482
Anton Betita,Jonathan Aiken,0.0034,0.0494
Sharienne Ricardo,Alexa Quintanilla,-0.0054,0.0505
Louise Kwong,Haley Ferguson,0.0118,0.0503
George Rangelov,Jaikin Gomez,-0.0025,0.0493
Evan Pratt,Varun Ganti,-0.0044,0.0504
Thomas Provost,Frank Ngo,-0.0009,0.0528
Jaikin Gomez,Mary McGowan,-0.0059,0.0536
Juan Saez,Ashley Penaranda,-0.0018,0.0507
Emanuel Dickson,Ethan Jauschneg,0.0097,0.05
Ashley Penaranda,Helen Challenger,-0.0002,0.0529
Angelina Edel,Sabrina Korpi,-0.009,0.0513
Jada Bui,Nejc Sitar,0.0028,0.0522
Ethan Jauschneg,Gianna Southwick,-0.001,0.0538
Mateusz Matysik,Stephen Preissler,0.0049,0.0522
Dan Nguyen,Alejandro De la Torre,-0.0009,0.053
Francis Pawloski,JJ B,-0.0018,0.0526
Tony Fachaux,Keaton Kirchner,-0.0025,0.0515
Marie-Claude Boisvert-Bégin,Allan Regnier,-0.0081,0.0534
Nicholas Signoriello,Steve Cicalese,-0.0066,0.0527
Nicole Conard,Estee Widdershoven,-0.0084,0.051
Bryson Alexander,Johnny Goldberg,-0.0017,0.0529
Johan Nilsson,Michael Shaw,0.0056,0.053
Tristan Dussault,Nicole Conard,-0.0009,0.0529
Megan Mariano,Stefan Burnett,0.0029,0.0526
Mateusz Matysik,Alexa Quintanilla,-0.0077,0.0519
Kamden Bradstreet,Sable Yrjanson,-0.0041,0.0507
Dylan Wilhelm,William Hsieh,-0.0048,0.0511
Isaac Hartmann,Kamden Bradstreet,0.0011,0.0512
Angie Walker,Martin Emmrich,0.0094,0.0501
Martina Frantova,Brandon French,-0.006,0.0533
Rafa Hewett,Cailyn Campbell,-0.0009,0.0497
Liz Truluck,Anderson Scarpa,-0.0019,0.0475
Stephen Madonia,Lara Giltinan,0.0027,0.0511
Etta Tuionetoa,CJ Klinger,0.0003,0.0483
Elsie Hendershot,Steve Deakin,0.0001,0.052
Callie Smith,Noe Khlif,0.0102,0.0516
Ashley Griffith,John Cincola,-0.0071,0.0519
AJ Koller,Allyce Jones,-0.0054,0.0517
Christa Gecheva,Christopher Haworth,-0.0033,0.0485
Jay Devilliers,Jackie Kawamoto,0.0057,0.0498
James Ignatowich,Mari Humberg,-0.0006,0.051
Ella Yeh,Chuck Taylor,-0.0019,0.0498
Edward Perez,Ava Ignatowich,0.004,0.0506
Eric Oncins,Anna Bright,-0.0166,0.0505
Mya Bui,Wyatt Stone,-0.001,0.0519
Eric Roddy,Mehvish Safdar,0.0159,0.0479
Cason Campbell,Marcela Aguila Ampon,-0.0,0.0499
Camden Chaffin,Vivienne David,0.0056,0.0523
Juan Benitez,Alex Walker,-0.0016,0.0511
Luana Stanciu,Alexander Crum,-0.0068,0.052
Caden Nemoff,Jaeda Minniefield,-0.0078,0.0513
Jade Rau,Andrew Caldarella,-0.0035,0.0517
Ross Whittaker,Giovanna Morelli,-0.0069,0.0506
Andrew Caldarella,Anderson Scarpa,0.0111,0.0525
Jonathan Truong,James Delgado,0.0018,0.0505
Tama Shimabukuro,Ryan Fu,-0.0002,0.0513
Ting Chieh Wei,Vivienne David,-0.0027,0.0502
Tamaryn Emmrich,Genie Bouchard,0.0016,0.0514
Mohaned Alhouni,Tam Trinh,0.0027,0.0516
Federico Staksrud,Tyson McGuffin,0.0054,0.0527
Noe Khlif,Pablo Tellez,-0.0123,0.052
Riley Newman,Darrian Young,0.0093,0.0498
Angie Walker,Mya Bui,0.0026,0.0528
Etta Tuionetoa,Catherine Parenteau,0.002,0.0513
Edward Perez,Spartak Rahachou,0.0012,0.0522
Rafa Hewett,Wyatt Stone,-0.0053,0.0501
Pierina Imparato,Paula Rives,-0.0053,0.049
Giovanna Morelli,Marcela Aguila Ampon,-0.0021,0.0501
Jade Rau,Brooke Caruso,-0.0051,0.0511
Elsie Hendershot,Ashley Griffith,-0.0042,0.0512
Yako Ohno,Koki Nishida,0.0009,0.0497
HE Phoenix,Yuhan Tao,0.0036,0.0537
Longsheng Liu,Wenbo Wang,-0.0033,0.0496
Raymond Chang,Qing Chen,-0.0006,0.0539
Kei Sawaki,Pui Long Fan,0.0059,0.0481
Yue Wang,Yujie Mao,-0.0005,0.0529
翔 蔡,Yaxuann Miao,0.0023,0.0519
Quan Do,HO Tam,-0.002,0.0519
Thomas Yu,Albie Huang,0.0005,0.0514
Chen Rui,Mingyang Liu,0.0001,0.0521
Genfan Jin,Yujie Mao,-0.0043,0.0524
Guangmao Wang,Longsheng Liu,-0.0061,0.0498
Makiyah Cormick,Carlos Rubio,0.0086,0.0511
Andy Van der Vyver,Spencer Sandridge,-0.0052,0.0517
Hoang Bao Long Sr,Minh Nguyễn Hoàng,0.0019,0.0491
Giang Trinh,Nicola Schoeman,0.0104,0.0526
HE Phoenix,Huanhan Li,-0.0011,0.0529
Ben Cawston,Theo Platel,0.0112,0.05
Ren Hui,Ethan Le,-0.0007,0.0515
Miyu Hazawa,翔 蔡,0.0032,0.0517
Athilla Miasara Bt Azizul Azhar,Hsieh Chen-An,-0.0048,0.0507
Brandon Cheah,Tee Heng Chee,-0.0024,0.0489
Lê Xuân Đức,Xiao Yi Wang-Beckvall,-0.0062,0.0522
Nasa Hatakeyama,Mayu Ito,-0.0055,0.0533
Natnicha Lueangtawikit,Joanne Wong,0.0006,0.051
Yawen Li,Mingyang Liu,-0.0047,0.0515
Bhannawitch B,Natnicha Lueangtawikit,-0.002,0.0502
永亮 曾,Chen Rui,0.0016,0.0536
Jamie Haas,Tama Shimabukuro,0.0086,0.0527
Park Seong Yong,Ooi Kah Yan,-0.0024,0.0502
Sarah Burr,Prycen Haas,-0.0024,0.0495
Yaxuann Miao,Anni Xie,-0.0042,0.0518
Nam Vu,Tran Tuan Minh,-0.0032,0.0508
Wil Shaffer,Luc Pham,0.0017,0.0503
Nasa Hatakeyama,Marco Leung,0.0048,0.0513
Ryan Ng,Andrew Anh Pham,0.0027,0.0512
Qiu Fangle,Xuedong Ji,-0.0015,0.0513
Hoa Nhan Van,Brian Hou,-0.001,0.0527
Tama Shimabukuro,Prycen Haas,-0.012,0.0514
Matthew Mead,Ying Suet Lam,0.0005,0.0547
Kei Sawaki,Andrew Anh Pham,-0.0094,0.0523
Sahra Dennehy,Robert Stirling,0.0053,0.0507
Cian Li,Xinyue Zhang,-0.002,0.0515
Connie Lee,Luc Pham,0.0111,0.0494
Len Yang,Kara Wheatley,0.0047,0.0512
Nguyen Huy,HO Hoan,0.0009,0.0509
Hsieh Chen-An,Zongjin Li,-0.003,0.0537
Ngoc Trieu Tran,Giang Trinh,0.0015,0.0513
Lê Xuân Đức,Hoang Nam Ly,-0.0032,0.0498
Aryaan Bhatia,Purav Raja,-0.0016,0.05
Park Seong Yong,Matthew Mead,0.0041,0.0505
Jek Patrick Liam Divinagracia,Sebastian Cui,-0.0049,0.0502
Chao Yi Wang,Armaan Bhatia,-0.0091,0.0517
Nok Yiu Tang,Eunggwon Kim,0.0163,0.0496
HO Tam,Nok Yiu Tang,0.0009,0.0501
Yuhan Tao,Anni Xie,-0.0009,0.0519
Blaine Hovenier,Connor Garnett,-0.0163,0.0485
Armaan Bhatia,Federico Staksrud,-0.0168,0.0503
Chao Yi Wang,Alix Truong,-0.0026,0.0481
Sophia Phuong Anh Tran,Sophia Nhi Huynh,-0.0101,0.0519
Ting Chieh Wei,Nicola Schoeman,-0.0056,0.0516
Ting Chieh Wei,Connor Garnett,-0.0121,0.0505
Ruobing Su,Yunqi He,0.0015,0.0518
Yufei Long,Blaine Hovenier,-0.0117,0.0524
Connie Lee,Kwan Wun Man,0.0011,0.0504
Xiao Yi Wang-Beckvall,Albie Huang,-0.0046,0.0483
Sahra Dennehy,Yufei Long,0.003,0.0512
Kara Wheatley,Aiko Yoshitomi,0.0033,0.0494
Mayu Ito,Ying Suet Lam,0.0038,0.0498
Qing Chen,Zhe Chen,-0.0078,0.0535
Rafa Hewett,Will Mackinnon,0.0127,0.0499
Jessica Haywood,Charleen Calvin,-0.0014,0.0497
Lauren Cole,Keilly Ulery,0.0078,0.0519
Natalie Kim,Mary McGowan,-0.0056,0.0538
Eric Davidson,Ethan Bakalinsky,-0.0057,0.0497
Ting Chieh Wei,Aibika Kalsarieva,0.0243,0.0541
Eliel Herminas,Theo Yun,0.0025,0.0485
Charlie Schuls,Jeffrey Stone,-0.0054,0.0508
Parth Mody,Daniel Miron,0.0148,0.0503
Zoeya Khan,Pierina Imparato,-0.0047,0.0487
Mikaela Smith,Rifanty Kahfiani,0.0038,0.0501
Eden Malloy,Lisa Borowsky,-0.004,0.0501
Chloe Zigliara,Eileen Wang,0.0003,0.05
Jake Anderson,Nicholas Romano,0.0006,0.0523
Matvey Radionov,Garrison Eaby,-0.0074,0.0532
Austin Bricker,Wil Shaffer,-0.0142,0.0499
Andrew Wang,Matthew Nesbitt,0.0019,0.0519
Morgan Downing,Katelyn Hilliard,-0.0043,0.0501
Haley Ferguson,Abigail Okelley,0.0007,0.051
Tom Protzek,Louis Laville,0.0226,0.0503
Jack Holloway,Preston Gordon,0.0019,0.0526
Brent Werbeck,Pieter De Vries,0.002,0.0517
Jaden Lam,Antonio Medina,0.0034,0.0526
Jarryd Woog,Evan Pratt,0.0017,0.0503
Elisha Turner,Shay Payne,0.0011,0.0495
Chase Brautman,Ryan Gilbert,-0.0053,0.0491
Alicia Lai,Elise Fortino,-0.0058,0.0512
Evie Kenna,Karolina Fleming,0.001,0.0523
Skylar Amos,Maggie Bullins,-0.0105,0.055
Alex Guy,Jack Hared,-0.0035,0.0498
Hirav Vachhrajani,Kush Vasaiwala,-0.0069,0.0536
Mike Block,Nicholas Lefavor,0.0053,0.0534
Angel Hernandez,Harrison Yee,0.0056,0.0517
Rosen Naydenov,Selim Ben Ali,-0.0057,0.052
Joseph Campbell,Ben Bailey,-0.0022,0.0552
Averee Beck,Shea Donahue,-0.0012,0.0521
Daniel Johnson,Colby Hill,0.0011,0.0532
Stevie Petropouleas,Giovanna Morelli,0.0087,0.0517
Emma Cook,Masa Grgan,-0.008,0.0517
Jon Mikolajczak,Colin Root,-0.005,0.0502
Wesley Hanson,Wesley Burrows,-0.0007,0.0515
Claire Thompson,Emily Monk,-0.006,0.0474
Hunter Weinberg,Justin Moore,-0.0059,0.0507
Ana Gordon,Catrina Coyner,-0.0048,0.0528
Carlos Pavon,Bradon Ly,-0.0082,0.0514
Aaron Schorch,Heath Lucas,-0.0065,0.0526
Samantha Buyckx,Alia Brown,0.0121,0.0517
Peyton Gatti,Matt Burkhardt,0.0038,0.0503
Joshua Giannelli,Thomas Romano,0.0037,0.0509
Brie Aldridge,Spencer Liang,0.0007,0.0528
Joey Campagna,Alexander Grubbs,0.0116,0.0502
Brianna McCullock,Francesca Marto,-0.0078,0.0522
William Hsieh,Zach Gonnering,0.0036,0.0494
Braylon Ohrel,Eric Gilbert,-0.0113,0.0528
Jack Wasserman,Gabe Falls,-0.0003,0.0514
Jarryd Woog,Lauren Cole,0.0086,0.054
Tatiana Ruhl,Louis Laville,-0.005,0.0502
James Delgado,Pierina Imparato,0.0066,0.0504
Bruno Faletto,Aibika Kalsarieva,-0.0058,0.051
Ryan Gilbert,Sophie Abrams,-0.0026,0.0473
Jason Loyd,Abigail Okelley,0.0076,0.051
Hudson De Risi,Eileen Wang,0.003,0.0495
Warren Robinson,Anri Ferris,0.0002,0.0511
Tom Protzek,Giovanna Morelli,-0.0086,0.0517
Zach Gonnering,Ava Ignatowich,0.002,0.0512
Carlos Pavon,Francesca Marto,-0.0037,0.0527
Isabella Dunlap,Christopher Haworth,0.0182,0.0501
Jessica Haywood,Joshua Giannelli,-0.0023,0.0508
Haley Ferguson,Colby Hill,0.0019,0.048
Jaden Lam,Elise Fortino,0.0008,0.0508
Ella Yeh,Michael Loyd,0.0004,0.0481
Jake Anderson,Keilly Ulery,0.0289,0.0485
Luana Stanciu,Wesley Burrows,-0.003,0.051
Claire Thompson,Eric Davidson,-0.0004,0.0516
Samantha Buyckx,Daniel Miron,0.0251,0.0516
Oscar Serra,Ashley Griffith,0.0021,0.0507
Jhonnatan Medina Alvarez,Nicole Conard,0.0034,0.0515
Usama Khalid,Komal Safdar,-0.0188,0.0516
Benjamin Bramblett,Cassie Quast,-0.0031,0.0504
Alicia Lai,Harrison Yee,-0.0089,0.0524
Emma Cook,Ethan Bakalinsky,-0.0057,0.0526
Brianna McCullock,Javier De León Albors,-0.0072,0.053
Jack Holloway,Catrina Coyner,0.0004,0.0536
Elisha Turner,Eden Malloy,-0.0038,0.0495
Lova Metor,Masa Grgan,-0.0197,0.0531
TJ Rudden,Karolina Fleming,0.004,0.0526
Mikael Vollbach,Katelyn Hilliard,0.004,0.0518
Chase Brautman,Rachel Summers,-0.0002,0.051
Ana Gordon,Perry Wang,-0.0091,0.0513
Preston Gordon,Stevie Petropouleas,0.0072,0.0497
Rosen Naydenov,Marie Lutz,-0.0117,0.0511
Alexander Grubbs,Brie Aldridge,0.0061,0.0501
Antonio Medina,Mikaela Smith,-0.01,0.0529
Andrew Wang,Evie Kenna,-0.0079,0.0529
Kenai Rios,Meray Maalouf,0.0024,0.0503
Natalie Kim,Alex Guy,-0.0107,0.0503
Will Lieberman,Michael Silvio,0.0049,0.0519
Katerina Stewart,Riley Bohnert,0.0153,0.0514
Abla Mannarino,Fatyha Berjane,0.0155,0.0537
Nicholas Wade,Zach Gonnering,-0.0035,0.0539
Carlista Mohammed,Cre Still,0.0016,0.0515
Valerie R Simon,Emanuel Dickson,-0.0018,0.0503
Mia Turcsany,Karthik Ganesh,0.0045,0.0514
Rafael Lenhard,Chloe Diskin,-0.0065,0.0518
Eva Kohutova,Devon Sikora,-0.0009,0.0547
Paul Davis,Ryan Lucci,-0.0004,0.0538
Emanuel Dickson,Jordan Chrysostom,0.0069,0.0506
Kenai Rios,Itziar Rios,0.0006,0.0498
Jake Anderson,Usama Khalid,-0.0114,0.051
Tristan Cooley,Logan Thompson,0.0049,0.0498
Evan Ankrom,Cody Hutcherson,-0.0033,0.0512
Mary McGowan,Dale Kim,0.0068,0.0504
Michael Forster,Adair Garcia,-0.0009,0.0548
Brie Aldridge,Louis Laville,-0.0033,0.0521
Hannah Murray,Jake Benjamin,0.0018,0.0538
Samantha Buyckx,Estee Widdershoven,0.0012,0.0524
Arianna Raga,Kayla Teape,-0.0013,0.0527
Regina Goldberg,Ava Cavataio,-0.0008,0.052
Brittany Levkulich,Ellie Skingley,0.0025,0.052
Aiden Sipe,Jake Benjamin,-0.0045,0.0531
Javon Turcsany,Bryson Alexander,0.0009,0.0513
Natalie Pai,Allison Epstein,-0.0018,0.0526
Madelyn Porter,Chelsea Shull,-0.0016,0.0517
Nicolas Acevedo,Johnny Goldberg,0.0179,0.0546
Oscar Serra,Anne-Sophie Courteau,-0.0095,0.0499
Stephen Preissler,Louis Laville,-0.0077,0.0519
Tucker Segars,Haley Ferguson,0.0007,0.0512
Ellie Skingley,Bharat Karunakaran,0.0026,0.0504
MJ Greiner,Ethan Bakalinsky,-0.0034,0.0503
